,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name
2764,Lawrence Olum,POR,D,20,9,1002,1,1,6,2,1,0,1,0.09,16.7,2013,REG,0,0,1,0.09,33.3,16,6,2,4,0,0,0,Olum,Lawrence,POR
2765,Tom Heinemann,VAN,F,14,3,286,1,1,7,2,0,1,0,0.31,14.3,2013,REG,0,1,0,0.31,28.6,11,6,2,0,0,0,0,Heinemann,Tom,VAN
2766,Jeremy Hall,TOR,D-M,31,26,2280,1,1,7,2,0,1,0,0.04,14.3,2013,REG,0,1,0,0.04,28.6,34,22,1,5,0,0,0,Hall,Jeremy,TOR
2767,Jair Benítez,DAL,D,31,28,2473,1,1,7,1,0,1,0,0.04,14.3,2013,REG,0,0,1,0.04,14.3,17,32,0,5,0,0,0,Benítez,Jair,DAL
2768,Matteo Ferrari,MTL,D,31,31,2790,1,1,8,2,1,1,0,0.03,12.5,2013,REG,0,1,0,0.03,25.0,27,19,0,8,0,0,0,Ferrari,Matteo,MTL
2769,Corey Hertzog,VAN,F,7,6,428,1,1,8,4,0,0,1,0.21,12.5,2013,REG,1,1,0,0.21,50.0,2,11,1,0,0,0,0,Hertzog,Corey,VAN
2770,Aaron Wheeler,PHI,F,10,1,129,1,1,8,5,0,1,0,0.7,12.5,2013,REG,1,0,1,0.7,62.5,4,1,2,1,0,0,0,Wheeler,Aaron,PHI
2771,Aaron Schoenfeld,CLB,F,10,3,310,1,1,10,3,0,0,1,0.29,10.0,2013,REG,0,0,1,0.29,30.0,15,7,2,2,0,0,0,Schoenfeld,Aaron,CLB
2772,Andrea Pisanu,MTL,M,14,8,631,1,1,10,4,0,1,0,0.14,10.0,2013,REG,1,1,0,0.14,40.0,10,22,8,2,0,0,0,Pisanu,Andrea,MTL
2773,Steven Caldwell,TOR,D,23,23,2066,1,1,12,4,0,1,0,0.04,8.3,2013,REG,0,0,1,0.04,33.3,31,14,1,4,1,0,0,Caldwell,Steven,TOR
2774,Bradley Wright-Phillips,NY,F,7,4,337,1,1,12,6,0,0,1,0.27,8.3,2013,REG,0,0,1,0.27,50.0,5,5,1,1,0,0,0,Wright-Phillips,Bradley,NY
2775,Alvaro Rey,TOR,M,13,9,770,1,1,12,4,0,1,0,0.12,8.3,2013,REG,0,1,0,0.12,33.3,8,22,0,1,0,0,0,Rey,Alvaro,TOR
2776,Servando Carrasco,LA,M,22,13,1256,1,1,13,2,0,1,0,0.07,7.7,2013,REG,0,1,0,0.07,15.4,30,18,1,2,0,1,1,Carrasco,Servando,LA
2777,Darren O'Dea,TOR,D,17,17,1530,1,1,13,4,0,1,0,0.06,7.7,2013,REG,0,0,1,0.06,30.8,19,11,1,3,0,0,0,O'Dea,Darren,TOR
2778,Laurent Courtois,CHV,M,11,3,348,1,1,15,4,0,1,0,0.26,6.7,2013,REG,0,1,0,0.26,26.7,5,9,1,1,0,0,0,Courtois,Laurent,CHV
2779,Andrew Jean-Baptiste,POR,D,26,22,2142,1,1,15,5,1,1,0,0.04,6.7,2013,REG,0,0,1,0.04,33.3,29,15,4,4,0,0,0,Jean-Baptiste,Andrew,POR
2780,Víctor Bernárdez,SJ,D,25,25,2233,1,1,17,4,0,1,0,0.04,5.9,2013,REG,1,1,0,0.04,23.5,24,18,1,9,2,1,1,Bernárdez,Víctor,SJ
2781,Ben Speas,CLB,M-F,19,10,935,1,1,18,4,1,0,1,0.1,5.6,2013,REG,0,0,1,0.1,22.2,4,14,0,0,0,0,0,Speas,Ben,CLB
2782,Ryan Finley,CLB,F,14,3,430,1,1,18,5,1,1,0,0.21,5.6,2013,REG,0,1,0,0.21,27.8,3,6,10,0,0,0,1,Finley,Ryan,CLB
2783,Sanna Nyassi,MTL,M,22,11,1162,1,1,20,9,0,0,1,0.08,5.0,2013,REG,0,0,1,0.08,45.0,12,19,6,2,0,0,0,Nyassi,Sanna,MTL
2784,Khari Stephenson,RSL,M,19,9,791,1,1,21,7,0,1,0,0.11,4.8,2013,REG,0,0,1,0.11,33.3,17,3,1,2,0,0,0,Stephenson,Khari,RSL
2785,Justin Meram,CLB,M,19,9,781,1,1,21,6,0,1,0,0.12,4.8,2013,REG,1,1,0,0.12,28.6,13,12,4,1,0,0,0,Meram,Justin,CLB
2786,Marvin Chávez,SJ,M,15,12,1053,1,1,22,4,0,1,0,0.09,4.5,2013,REG,1,1,0,0.09,18.2,22,18,9,2,1,0,0,Chávez,Marvin,SJ
2787,Alex,CHI,M,30,18,1625,1,1,34,9,1,1,0,0.06,2.9,2013,REG,0,0,1,0.06,26.5,25,29,0,2,0,0,0,,Alex,CHI
2788,Michael Farfan,PHI,M,29,22,1991,1,1,40,18,1,1,0,0.05,2.5,2013,REG,0,0,1,0.05,45.0,41,45,3,6,0,0,0,Farfan,Michael,PHI
2789,Cole Grossman,RSL,M,4,2,160,1,0,2,1,0,0,1,0.56,50.0,2013,REG,0,0,0,0.0,50.0,1,2,0,0,0,0,0,Grossman,Cole,RSL
2790,Charlie Rugg,LA,F,4,2,151,1,0,2,1,0,0,1,0.6,50.0,2013,REG,0,0,0,0.0,50.0,3,1,2,0,0,0,0,Rugg,Charlie,LA
2791,Kofi Opare,DC,D,6,6,534,1,0,2,1,1,1,0,0.17,50.0,2013,REG,0,0,0,0.0,50.0,4,5,0,1,0,0,0,Opare,Kofi,DC
2792,Sal Zizzo,POR,D,10,2,255,1,0,2,2,0,0,1,0.35,50.0,2013,REG,0,0,0,0.0,100.0,1,7,0,0,0,0,0,Zizzo,Sal,POR
2793,Stephen Keel,DAL,D,8,5,497,1,0,3,1,0,0,1,0.18,33.3,2013,REG,0,0,0,0.0,33.3,3,5,1,1,0,0,0,Keel,Stephen,DAL
2794,Giovani Casillas,CHV,F,5,2,182,1,0,3,1,0,1,0,0.49,33.3,2013,REG,0,0,0,0.0,33.3,0,0,0,0,0,0,0,Casillas,Giovani,CHV
2795,A.J. Soares,NE,D,18,17,1476,1,0,5,1,0,1,0,0.06,20.0,2013,REG,0,0,0,0.0,20.0,13,24,0,3,0,0,0,Soares,A.J.,NE
2796,Karl Ouimette,MTL,D,7,6,547,1,0,5,1,1,1,0,0.16,20.0,2013,REG,0,0,0,0.0,20.0,4,2,0,0,0,0,0,Ouimette,Karl,MTL
2797,Gláuber,CLB,D,13,13,1169,1,0,5,2,0,1,0,0.08,20.0,2013,REG,0,0,0,0.0,40.0,26,6,0,5,0,0,0,,Gláuber,CLB
2798,Joaquin Velazquez,CHV,D,12,12,985,1,0,5,4,1,0,1,0.09,20.0,2013,REG,0,0,0,0.0,80.0,14,5,0,3,1,0,0,Velazquez,Joaquin,CHV
2799,Bakary Soumare,CHI,D,25,25,2180,1,0,6,2,0,0,1,0.04,16.7,2013,REG,0,0,0,0.0,33.3,35,13,0,5,2,0,0,Soumare,Bakary,CHI
2800,Shalrie Joseph,SEA,M,10,6,592,1,0,6,3,0,0,1,0.15,16.7,2013,REG,0,0,0,0.0,50.0,11,9,0,1,1,0,0,Joseph,Shalrie,SEA
2801,Oswaldo Minda,CHV,M,16,15,1224,1,0,6,1,1,1,0,0.07,16.7,2013,REG,0,0,0,0.0,16.7,35,12,0,6,0,0,0,Minda,Oswaldo,CHV
2802,Maximiliano Urruti,DAL,F,7,4,351,1,0,6,2,1,1,0,0.26,16.7,2013,REG,0,0,0,0.0,33.3,8,6,5,1,0,0,0,Urruti,Maximiliano,DAL
2803,Rafael,DC,F,7,4,331,1,0,7,2,0,1,0,0.27,14.3,2013,REG,0,0,0,0.0,28.6,2,9,4,1,0,0,0,,Rafael,DC
2804,Bright Dike,POR,F,7,5,430,1,0,7,3,1,1,0,0.21,14.3,2013,REG,0,0,0,0.0,42.9,10,5,2,1,0,0,0,Dike,Bright,POR
2805,Matias Laba,TOR,M,16,16,1414,1,0,7,4,1,0,1,0.06,14.3,2013,REG,0,0,0,0.0,57.1,19,31,0,5,0,0,0,Laba,Matias,TOR
2806,Jamie Smith,COL,M,6,1,168,1,0,7,3,0,1,0,0.54,14.3,2013,REG,0,0,0,0.0,42.9,4,2,1,0,0,0,0,Smith,Jamie,COL
2807,Mario De Luna,CHV,D,30,30,2637,1,0,7,2,0,1,0,0.03,14.3,2013,REG,0,0,0,0.0,28.6,29,27,2,6,0,0,0,De Luna,Mario,CHV
2808,Djimi Traore,SEA,D,27,25,2235,1,0,9,1,1,0,1,0.04,11.1,2013,REG,0,0,0,0.0,11.1,16,22,0,5,0,0,0,Traore,Djimi,SEA
2809,Ryan Guy,NE,M,11,8,636,1,0,10,2,0,1,0,0.14,10.0,2013,REG,0,0,0,0.0,20.0,4,6,0,0,0,0,0,Guy,Ryan,NE
2810,Collen Warner,MIN,M,17,9,876,1,0,10,3,1,0,1,0.1,10.0,2013,REG,0,0,0,0.0,30.0,24,8,0,2,0,0,0,Warner,Collen,MIN
2811,Yordany Álvarez,RSL,M,18,11,981,1,0,10,5,1,0,1,0.09,10.0,2013,REG,0,0,0,0.0,50.0,21,7,0,5,2,0,0,Álvarez,Yordany,RSL
2812,Jaime Castrillón,COL,M,11,2,371,1,0,12,5,0,1,0,0.24,8.3,2013,REG,0,0,0,0.0,41.7,7,2,2,0,0,0,0,Castrillón,Jaime,COL
2813,Juan Toja,NE,M,18,11,905,1,0,12,3,0,0,1,0.1,8.3,2013,REG,0,0,0,0.0,25.0,35,14,6,3,0,0,0,Toja,Juan,NE
2814,Tony Cascio,COL,M,13,4,530,1,0,14,5,1,0,1,0.17,7.1,2013,REG,0,0,0,0.0,35.7,7,16,0,1,1,0,0,Cascio,Tony,COL
2815,Jason Johnson,HOU,F,13,4,428,1,0,17,9,0,1,0,0.21,5.9,2013,REG,0,0,0,0.0,52.9,8,8,2,0,0,0,0,Johnson,Jason,HOU
2816,José Erick Correa,CHV,F,16,12,1054,1,0,18,11,0,0,1,0.09,5.6,2013,REG,0,0,0,0.0,61.1,18,4,14,0,0,0,1,Erick Correa,José,CHV
2817,Jerry Bengtson,HON,F,16,12,1055,1,0,20,8,1,0,1,0.09,5.0,2013,REG,0,0,0,0.0,40.0,28,13,12,2,0,0,0,Bengtson,Jerry,UNK
2818,Chad Marshall,SEA,D,30,30,2638,1,0,21,8,0,0,1,0.03,4.8,2013,REG,0,0,0,0.0,38.1,22,28,0,2,0,0,0,Marshall,Chad,SEA
2819,Clint Dempsey,SEA,M,9,6,651,1,0,32,7,0,1,0,0.14,3.1,2013,REG,0,0,0,0.0,21.9,4,23,1,1,0,0,0,Dempsey,Clint,SEA
2820,Chris Klute,COL,D,31,30,2696,0,7,5,2,0,0,0,0.0,0.0,2013,REG,1,5,2,0.23,40.0,26,4,3,2,0,0,0,Klute,Chris,COL
2821,Lee Young-Pyo,VAN,D,32,30,2747,0,6,12,3,0,0,0,0.0,0.0,2013,REG,2,2,4,0.2,25.0,24,34,0,3,0,0,0,Young-Pyo,Lee,VAN
2822,Brandon Barklage,NY,D,26,20,1723,0,5,12,3,0,0,0,0.0,0.0,2013,REG,2,3,2,0.26,25.0,31,16,0,1,1,0,0,Barklage,Brandon,NY
2823,Eddie Gaven,CLB,M,10,10,900,0,4,7,4,0,0,0,0.0,0.0,2013,REG,1,2,2,0.4,57.1,13,38,2,1,0,0,0,Gaven,Eddie,CLB
2824,Marc Burch,MIN,D,20,13,1158,0,4,8,0,0,0,0,0.0,0.0,2013,REG,1,2,2,0.31,0.0,13,13,0,0,0,0,0,Burch,Marc,MIN
2825,Kofi Sarkodie,HOU,D,33,33,2948,0,4,12,2,0,0,0,0.0,0.0,2013,REG,1,2,2,0.12,16.7,38,24,2,7,0,0,0,Sarkodie,Kofi,HOU
2826,Juninho Pernambucano,NY,M,13,10,984,0,4,19,3,0,0,0,0.0,0.0,2013,REG,2,3,1,0.37,15.8,14,12,1,5,1,0,0,Pernambucano,Juninho,NY
2827,Diego Chara,POR,M,31,31,2737,0,3,10,3,0,0,0,0.0,0.0,2013,REG,2,2,1,0.1,30.0,74,39,1,7,0,0,0,Chara,Diego,POR
2828,Seth Sinovic,SKC,D,32,31,2773,0,3,16,5,0,0,0,0.0,0.0,2013,REG,3,1,2,0.1,31.3,34,15,0,5,0,0,0,Sinovic,Seth,KC
2829,Sebastian Velasquez,RSL,M,19,9,892,0,3,20,8,0,0,0,0.0,0.0,2013,REG,1,3,0,0.3,40.0,15,15,1,0,0,0,0,Velasquez,Sebastian,RSL
2830,Carlos Borja,CHV,D,26,22,2010,0,2,2,0,0,0,0,0.0,0.0,2013,REG,0,1,1,0.09,0.0,35,11,1,5,0,0,0,Borja,Carlos,CHV
2831,Brian Mullan,COL,D,16,15,1359,0,2,2,0,0,0,0,0.0,0.0,2013,REG,0,2,0,0.13,0.0,13,15,2,1,0,0,0,Mullan,Brian,COL
2832,Kosuke Kimura,NY,D,24,15,1575,0,2,2,0,0,0,0,0.0,0.0,2013,REG,0,0,2,0.11,0.0,11,9,1,0,0,0,0,Kimura,Kosuke,NY
2833,Heath Pearce,NY,D,14,11,1083,0,2,2,1,0,0,0,0.0,0.0,2013,REG,1,1,1,0.17,50.0,7,4,1,0,0,0,0,Pearce,Heath,NY
2834,Andre Akpan,COL,F,8,1,134,0,2,4,0,0,0,0,0.0,0.0,2013,REG,0,1,1,1.34,0.0,0,2,2,0,0,0,0,Akpan,Andre,COL
2835,Carlyle Mitchell,VAN,D,15,13,1179,0,2,5,1,0,0,0,0.0,0.0,2013,REG,0,1,1,0.15,20.0,12,11,1,3,0,0,0,Mitchell,Carlyle,VAN
2836,Scott Caldwell,NE,M,29,23,2174,0,2,6,1,0,0,0,0.0,0.0,2013,REG,0,1,1,0.08,16.7,35,20,1,2,0,0,0,Caldwell,Scott,NE
2837,Marvell Wynne,COL,D,28,27,2315,0,2,6,2,0,0,0,0.0,0.0,2013,REG,0,2,0,0.08,33.3,22,14,0,1,0,0,0,Wynne,Marvell,COL
2838,Corey Ashe,HOU,M,30,29,2585,0,2,6,1,0,0,0,0.0,0.0,2013,REG,0,1,1,0.07,16.7,14,25,1,4,0,0,0,Ashe,Corey,HOU
2839,Matt Besler,SKC,D,23,23,2070,0,2,6,0,0,0,0,0.0,0.0,2013,REG,0,1,1,0.09,0.0,18,14,1,2,0,0,0,Besler,Matt,KC
2840,Doneil Henry,VAN,D,20,19,1651,0,2,7,0,0,0,0,0.0,0.0,2013,REG,0,1,1,0.11,0.0,27,8,1,6,2,0,0,Henry,Doneil,VAN
2841,Todd Dunivant,LA,D,25,25,2228,0,2,8,3,0,0,0,0.0,0.0,2013,REG,2,2,0,0.08,37.5,18,10,0,2,0,0,0,Dunivant,Todd,LA
2842,Erik Hurtado,VAN,F-M,15,4,489,0,2,13,3,0,0,0,0.0,0.0,2013,REG,0,1,1,0.37,23.1,13,5,5,0,0,0,0,Hurtado,Erik,VAN
2843,Ramiro Corrales,SJ,M,12,11,870,0,2,14,2,0,0,0,0.0,0.0,2013,REG,0,1,1,0.21,14.3,13,13,1,3,0,0,0,Corrales,Ramiro,SJ
2844,Rafael Baca,SJ,M,31,28,2379,0,2,30,7,0,0,0,0.0,0.0,2013,REG,1,0,2,0.08,23.3,17,35,5,6,1,0,0,Baca,Rafael,SJ
2845,Michael Bustamante,NY,M,4,1,95,0,1,0,0,0,0,0,0.0,0.0,2013,REG,1,1,0,0.95,0.0,1,1,0,1,0,0,0,Bustamante,Michael,NY
2846,Clyde Simms,NE,M,10,9,668,0,1,0,0,0,0,0,0.0,0.0,2013,REG,1,0,1,0.13,0.0,5,3,0,1,0,0,0,Simms,Clyde,NE
2847,Roy Miller,POR,D,17,16,1367,0,1,1,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.07,0.0,16,6,3,2,0,0,0,Miller,Roy,POR
2848,Darrius Barnes,NE,D,6,4,416,0,1,1,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.22,0.0,3,5,0,0,0,0,0,Barnes,Darrius,NE
2849,Mark Bloom,TOR,D,6,6,540,0,1,1,1,0,0,0,0.0,0.0,2013,REG,1,1,0,0.17,100.0,4,5,0,0,0,0,0,Bloom,Mark,TOR
2850,Alexander Lopez,HON,M,2,1,88,0,1,1,1,0,0,0,0.0,0.0,2013,REG,0,1,0,1.02,100.0,0,0,0,0,0,0,0,Lopez,Alexander,UNK
2851,Wandrille Lefevre,MTL,D,6,4,397,0,1,2,1,0,0,0,0.0,0.0,2013,REG,1,1,0,0.23,50.0,3,3,0,2,0,0,0,Lefevre,Wandrille,MTL
2852,Ruben Bover,NY,M,7,1,125,0,1,2,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.72,0.0,2,0,0,0,0,0,0,Bover,Ruben,NY
2853,Walter Vilchez,CHV,D,11,11,970,0,1,2,1,0,0,0,0.0,0.0,2013,REG,0,1,0,0.09,50.0,13,10,1,3,0,0,0,Vilchez,Walter,CHV
2854,Alessandro Nesta,MTL,D,23,23,1939,0,1,2,0,0,0,0,0.0,0.0,2013,REG,0,1,0,0.05,0.0,11,19,0,0,1,0,0,Nesta,Alessandro,MTL
2855,Pablo Mastroeni,COL,M,16,8,571,0,1,3,0,0,0,0,0.0,0.0,2013,REG,0,1,0,0.16,0.0,7,6,0,1,0,0,0,Mastroeni,Pablo,COL
2856,Dan Gargan,SJ,D,8,6,592,0,1,3,0,0,0,0,0.0,0.0,2013,REG,0,1,0,0.15,0.0,8,8,0,1,0,0,0,Gargan,Dan,SJ
2857,Tyson Wahl,CLB,D,25,24,2155,0,1,3,2,0,0,0,0.0,0.0,2013,REG,0,0,1,0.04,66.7,29,12,0,4,0,0,0,Wahl,Tyson,CLB
2858,Michael Harrington,POR,D,33,33,2951,0,1,3,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.03,0.0,26,23,2,2,0,0,0,Harrington,Michael,POR
2859,Josh Gardner,KC,M,8,2,244,0,1,3,0,0,0,0,0.0,0.0,2013,REG,0,1,0,0.37,0.0,3,4,0,0,0,0,0,Gardner,Josh,KC
2860,Chad Barson,CLB,D,20,18,1612,0,1,3,0,0,0,0,0.0,0.0,2013,REG,1,0,1,0.06,0.0,14,18,0,0,0,0,0,Barson,Chad,CLB
2861,Jun Marques Davidson,VAN,M,26,24,1961,0,1,4,0,0,0,0,0.0,0.0,2013,REG,1,0,1,0.05,0.0,22,19,0,1,1,0,0,Marques Davidson,Jun,VAN
2862,Ashtone Morgan,TOR,D,22,20,1805,0,1,4,1,0,0,0,0.0,0.0,2013,REG,0,0,1,0.05,25.0,27,24,0,4,1,0,0,Morgan,Ashtone,TOR
2863,Mechack Jérôme,KC,D,10,8,677,0,1,5,3,0,0,0,0.0,0.0,2013,REG,0,1,0,0.13,60.0,2,3,0,2,0,0,0,Jérôme,Mechack,KC
2864,Andy Dorman,NE,M,12,3,400,0,1,5,2,0,0,0,0.0,0.0,2013,REG,1,1,0,0.23,40.0,8,9,0,0,2,0,0,Dorman,Andy,NE
2865,Daniel Woolard,DC,D,27,27,2235,0,1,5,3,0,0,0,0.0,0.0,2013,REG,0,1,0,0.04,60.0,21,25,0,3,0,0,0,Woolard,Daniel,DC
2866,Brian Ching,HOU,F,14,0,232,0,1,5,2,0,0,0,0.0,0.0,2013,REG,0,0,1,0.39,40.0,7,3,3,1,0,0,0,Ching,Brian,HOU
2867,Abdoulie Mansally,RSL,D,14,9,774,0,1,5,1,0,0,0,0.0,0.0,2013,REG,0,0,1,0.12,20.0,25,11,0,3,1,0,0,Mansally,Abdoulie,RSL
2868,Nana Attakora,SJ,D,8,7,657,0,1,6,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.14,0.0,5,8,2,0,0,0,0,Attakora,Nana,SJ
2869,Marky Delgado,TOR,M,16,13,1247,0,1,6,0,0,0,0,0.0,0.0,2013,REG,0,1,0,0.07,0.0,14,11,0,2,0,0,0,Delgado,Marky,TOR
2870,Collin Martin,MIN,M,7,4,359,0,1,6,1,0,0,0,0.0,0.0,2013,REG,0,1,0,0.25,16.7,8,2,0,1,0,0,0,Martin,Collin,MIN
2871,Mamadou Danso,POR,D,16,15,1360,0,1,6,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.07,0.0,20,6,1,2,1,0,0,Danso,Mamadou,POR
2872,Ryan Richter,TOR,D,13,12,1118,0,1,7,1,0,0,0,0.0,0.0,2013,REG,0,1,0,0.08,14.3,17,14,0,1,0,0,0,Richter,Ryan,TOR
2873,Leonardo González,SEA,D,27,27,2318,0,1,7,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.04,0.0,38,18,0,4,1,0,0,González,Leonardo,SEA
2874,James Riley,DC,D,21,19,1760,0,1,7,3,0,0,0,0.0,0.0,2013,REG,1,1,0,0.05,42.9,24,6,0,4,0,0,0,Riley,James,DC
2875,Jermaine Taylor,HOU,D,26,26,2142,0,1,8,0,0,0,0,0.0,0.0,2013,REG,1,1,0,0.04,0.0,20,12,2,0,1,0,0,Taylor,Jermaine,HOU
2876,Lovel Palmer,RSL,D,17,14,1198,0,1,8,0,0,0,0,0.0,0.0,2013,REG,1,0,1,0.08,0.0,16,8,0,4,1,0,0,Palmer,Lovel,RSL
2877,Lewis Neal,DC,M,9,5,491,0,1,8,3,0,0,0,0.0,0.0,2013,REG,0,1,0,0.18,37.5,4,3,1,1,0,0,0,Neal,Lewis,DC
2878,Markus Holgersson,NY,D,32,32,2866,0,1,8,1,0,0,0,0.0,0.0,2013,REG,1,1,0,0.03,12.5,41,16,1,3,0,0,0,Holgersson,Markus,NY
2879,Wil Trapp,CLB,M,16,16,1389,0,1,8,0,0,0,0,0.0,0.0,2013,REG,0,1,0,0.06,0.0,17,9,0,3,0,0,0,Trapp,Wil,CLB
2880,Andrew Farrell,NE,D,32,32,2813,0,1,9,2,0,0,0,0.0,0.0,2013,REG,0,1,0,0.03,22.2,12,37,0,3,1,0,0,Farrell,Andrew,NE
2881,Danny Mwanga,COL,F,13,5,556,0,1,9,4,0,0,0,0.0,0.0,2013,REG,1,0,1,0.16,44.4,6,8,0,0,0,0,0,Mwanga,Danny,COL
2882,Tony Tchani,VAN,M,22,13,1324,0,1,9,1,0,0,0,0.0,0.0,2013,REG,0,1,0,0.07,11.1,26,27,0,3,0,0,0,Tchani,Tony,VAN
2883,Tony Beltran,RSL,D,25,24,2230,0,1,9,3,0,0,0,0.0,0.0,2013,REG,1,0,1,0.04,33.3,18,22,0,2,1,0,0,Beltran,Tony,RSL
2884,Steve Zakuani,SEA,M,8,6,492,0,1,10,2,0,0,0,0.0,0.0,2013,REG,0,1,0,0.18,20.0,7,8,2,0,0,0,0,Zakuani,Steve,SEA
2885,Teal Bunbury,NE,F,12,1,214,0,1,10,2,0,0,0,0.0,0.0,2013,REG,1,0,1,0.42,20.0,5,5,3,1,0,0,0,Bunbury,Teal,NE
2886,Reggie Lambe,TOR,M,28,20,1799,0,1,11,0,0,0,0,0.0,0.0,2013,REG,0,0,1,0.05,0.0,29,33,3,3,1,0,0,Lambe,Reggie,TOR
2887,Sherjill MacDonald,CHI,F,13,7,579,0,1,11,5,0,0,0,0.0,0.0,2013,REG,0,1,0,0.16,45.5,7,12,13,0,0,0,0,MacDonald,Sherjill,CHI
2888,Jeff Parke,PHI,D,31,31,2744,0,1,11,2,0,0,0,0.0,0.0,2013,REG,0,1,0,0.03,18.2,23,24,0,3,0,0,0,Parke,Jeff,PHI
2889,Gonzalo Segares,CHI,D,32,32,2855,0,1,12,3,0,0,0,0.0,0.0,2013,REG,0,1,0,0.03,25.0,43,27,1,8,0,0,0,Segares,Gonzalo,CHI
2890,John Thorrington,DC,M,14,12,1052,0,1,12,4,0,0,0,0.0,0.0,2013,REG,0,1,0,0.09,33.3,17,21,1,4,0,0,0,Thorrington,John,DC
2891,Brandon McDonald,DC,D,15,14,1235,0,1,12,4,0,0,0,0.0,0.0,2013,REG,0,1,0,0.07,33.3,14,6,0,1,0,0,0,McDonald,Brandon,DC
2892,Mario Martinez,SEA,M,10,5,503,0,1,14,5,0,0,0,0.0,0.0,2013,REG,0,0,1,0.18,35.7,1,12,3,0,0,0,0,Martinez,Mario,SEA
2893,Matt Watson,VAN,M,21,15,1292,0,1,14,2,0,0,0,0.0,0.0,2013,REG,0,1,0,0.07,14.3,18,17,2,1,0,0,0,Watson,Matt,VAN
2894,Eric Hassli,DAL,F,15,4,429,0,1,16,4,0,0,0,0.0,0.0,2013,REG,0,1,0,0.21,25.0,10,6,9,2,0,0,0,Hassli,Eric,DAL
2895,Bobby Boswell,HOU,D,32,32,2830,0,1,16,3,0,0,0,0.0,0.0,2013,REG,1,0,1,0.03,18.8,29,15,1,3,1,0,0,Boswell,Bobby,HOU
2896,Jack Jewsbury,POR,M,26,26,2240,0,1,17,2,0,0,0,0.0,0.0,2013,REG,1,0,1,0.04,11.8,24,16,0,0,0,0,0,Jewsbury,Jack,POR
2897,Paulo Nagamura,KC,M,17,17,1468,0,1,17,4,0,0,0,0.0,0.0,2013,REG,0,1,0,0.06,23.5,25,20,0,3,0,0,0,Nagamura,Paulo,KC
2898,Jacob Peterson,ATL,F,16,10,844,0,1,17,4,0,0,0,0.0,0.0,2013,REG,0,1,0,0.11,23.5,11,11,0,0,0,0,0,Peterson,Jacob,ATL
2899,Robbie Rogers,LA,D,11,7,602,0,1,18,6,0,0,0,0.0,0.0,2013,REG,0,1,0,0.15,33.3,12,16,1,0,0,0,0,Rogers,Robbie,LA
2900,Keon Daniel,PHI,M,24,20,1721,0,1,27,5,0,0,0,0.0,0.0,2013,REG,0,1,0,0.05,18.5,35,24,1,4,0,0,0,Daniel,Keon,PHI
2901,Osvaldo Alonso,SEA,M,26,26,2179,0,1,33,4,0,0,0,0.0,0.0,2013,REG,0,1,0,0.04,12.1,54,37,0,3,2,0,1,Alonso,Osvaldo,SEA
2902,Phillip Lund,SEA,M,1,0,16,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Lund,Phillip,SEA
2903,Yann Ekra,PHI,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Ekra,Yann,PHI
2904,Michael Videira,CHI,M,2,1,84,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Videira,Michael,CHI
2905,Josué Martínez,NY,F,1,0,11,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Martínez,Josué,NY
2906,Blair Gavin,SEA,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Gavin,Blair,SEA
2907,Michael Thomas,KC,M,1,0,12,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Thomas,Michael,KC
2908,David Horst,RSL,D,2,2,108,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,4,1,1,0,0,0,0,Horst,David,RSL
2909,Federico Bessone,KC,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Bessone,Federico,KC
2910,Adam Johansson,SEA,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Johansson,Adam,SEA
2911,Diego Calderon,COL,D,4,4,304,0,0,0,0,0,0,0,0.0,0.0,2013,REG,0,0,0,0.0,0.0,4,4,0,0,0,0,0,Calderon,Diego,COL
