,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
3265,Yannick Djalo,SJ,M,18.0,13.0,1136.0,3.0,2.0,36.0,7.0,2.0,3.0,0.0,0.24,8.3,2014,REG,0.0,2.0,0.0,0.16,19.4,11.0,36.0,1.0,2.0,0.0,0.0,0.0,Djalo,Yannick,SJ,SJ,Djalo,Yannick,M,SJ,200000.0,300000.0,2014-04-01
3266,Maurice Edu,PHI,M,31.0,31.0,2789.0,3.0,2.0,37.0,9.0,0.0,1.0,2.0,0.1,8.1,2014,REG,0.0,0.0,2.0,0.06,24.3,46.0,41.0,0.0,5.0,1.0,1.0,1.0,Edu,Maurice,PHI,PHI,Edu,Maurice,M,PHI,650000.0,650000.0,2014-04-01
3267,Andy Rose,SEA,M,16.0,5.0,552.0,3.0,1.0,8.0,6.0,2.0,1.0,2.0,0.49,37.5,2014,REG,0.0,1.0,0.0,0.16,75.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Rose,Andy,SEA,SEA,Rose,Andy,M,SEA,48825.0,48825.0,2014-04-01
3268,Chris Schuler,RSL,D,25.0,25.0,2154.0,3.0,1.0,14.0,6.0,0.0,3.0,0.0,0.13,21.4,2014,REG,0.0,1.0,0.0,0.04,42.9,32.0,9.0,0.0,4.0,0.0,0.0,0.0,Schuler,Chris,RSL,RSL,Schuler,Chris,D,RSL,145000.0,162000.0,2014-04-01
3269,Kenny Miller,VAN,F,9.0,7.0,637.0,3.0,1.0,15.0,7.0,1.0,3.0,0.0,0.42,20.0,2014,REG,0.0,1.0,0.0,0.14,46.7,10.0,8.0,6.0,0.0,0.0,2.0,2.0,Miller,Kenny,VAN,VAN,Miller,Kenny,F,VAN,930000.0,940000.0,2014-04-01
3270,Matt Hedges,DAL,D,32.0,32.0,2790.0,3.0,1.0,19.0,6.0,0.0,2.0,1.0,0.1,15.8,2014,REG,1.0,1.0,0.0,0.03,31.6,29.0,17.0,2.0,4.0,0.0,0.0,0.0,Hedges,Matt,DAL,DAL,Hedges,Matt,D,DAL,120000.0,120000.0,2014-04-01
3271,Aaron Schoenfeld,CLB,F,15.0,7.0,748.0,3.0,1.0,24.0,11.0,0.0,1.0,2.0,0.36,12.5,2014,REG,1.0,1.0,0.0,0.12,45.8,19.0,15.0,9.0,1.0,0.0,0.0,0.0,Schoenfeld,Aaron,CLB,CLB,Schoenfeld,Aaron,F,CLB,48825.0,48825.0,2014-04-01
3272,Gabriel Torres,PAN,M-F,23.0,11.0,1090.0,3.0,1.0,26.0,12.0,0.0,2.0,1.0,0.25,11.5,2014,REG,0.0,0.0,1.0,0.08,46.2,5.0,18.0,17.0,2.0,0.0,1.0,1.0,Torres,Gabriel,UNK,COL,Torres,Gabriel,F,COL,250000.0,262500.0,2014-04-01
3273,Soony Saad,SKC,F,22.0,9.0,906.0,3.0,1.0,31.0,12.0,1.0,1.0,2.0,0.3,9.7,2014,REG,0.0,1.0,0.0,0.1,38.7,14.0,13.0,0.0,1.0,0.0,0.0,0.0,Saad,Soony,KC,KC,Saad,Soony,F,KC,51150.0,51150.0,2014-04-01
3274,Robert Earnshaw,CHI,F,5.0,1.0,174.0,3.0,0.0,10.0,6.0,1.0,1.0,2.0,1.55,30.0,2014,REG,0.0,0.0,0.0,0.0,60.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,Earnshaw,Robert,CHI,CHI,Earnshaw,Robert,F,CHI,204000.0,206250.0,2014-09-15
3275,Felix Borja,CHV,F,12.0,12.0,1009.0,3.0,0.0,24.0,12.0,3.0,3.0,0.0,0.27,12.5,2014,REG,0.0,0.0,0.0,0.0,50.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,Borja,Felix,CHV,CHV,Borja,Felix,F,CHV,48504.0,48504.0,2014-09-15
3276,Olmes Garcia,RSL,F,23.0,12.0,1191.0,3.0,0.0,31.0,12.0,1.0,2.0,1.0,0.23,9.7,2014,REG,0.0,0.0,0.0,0.0,38.7,27.0,28.0,10.0,4.0,0.0,0.0,0.0,Garcia,Olmes,RSL,RSL,Garcia,Olmes,F,RSL,125000.0,125000.0,2014-04-01
3277,Cristian Maidana,PHI,M,26.0,23.0,1889.0,2.0,11.0,36.0,11.0,1.0,0.0,2.0,0.1,5.6,2014,REG,2.0,8.0,3.0,0.52,30.6,4.0,22.0,2.0,0.0,1.0,0.0,0.0,Maidana,Cristian,PHI,PHI,Maidana,Cristian,F,PHI,185000.0,198750.0,2014-04-01
3278,Eric Alexander,HOU,M,34.0,30.0,2641.0,2.0,9.0,25.0,12.0,1.0,1.0,1.0,0.07,8.0,2014,REG,2.0,7.0,2.0,0.31,48.0,11.0,28.0,1.0,3.0,0.0,0.0,0.0,Alexander,Eric,HOU,NY,Alexander,Eric,M,NY,115000.0,128750.0,2014-04-01
3279,Diego Chara,POR,M,31.0,31.0,2745.0,2.0,5.0,9.0,5.0,0.0,2.0,0.0,0.07,22.2,2014,REG,3.0,2.0,3.0,0.16,55.6,83.0,52.0,1.0,8.0,0.0,0.0,0.0,Chara,Diego,POR,POR,Chara,Diego,M,POR,170000.0,170000.0,2014-04-01
3280,Dominic Oduro,MTL,M,35.0,23.0,2107.0,2.0,5.0,39.0,13.0,0.0,1.0,1.0,0.09,5.1,2014,REG,1.0,1.0,4.0,0.21,33.3,16.0,60.0,15.0,3.0,0.0,0.0,0.0,Oduro,Dominic,MTL,CLB,Oduro,Dominic,F,CLB,250000.0,251666.67,2014-04-01
3281,Dominic Oduro,MTL,M,35.0,23.0,2107.0,2.0,5.0,39.0,13.0,0.0,1.0,1.0,0.09,5.1,2014,REG,1.0,1.0,4.0,0.21,33.3,16.0,60.0,15.0,3.0,0.0,0.0,0.0,Oduro,Dominic,MTL,TOR,Oduro,Dominic,F,TOR,250000.0,251666.67,2014-09-15
3282,Nick DeLeon,DC,D,32.0,31.0,2707.0,2.0,5.0,47.0,18.0,0.0,0.0,2.0,0.07,4.3,2014,REG,0.0,4.0,1.0,0.17,38.3,31.0,25.0,1.0,3.0,0.0,0.0,0.0,DeLeon,Nick,DC,DC,DeLeon,Nick,M,DC,85690.0,120690.0,2014-04-01
3283,Jermaine Jones,NE,M,10.0,7.0,613.0,2.0,4.0,17.0,7.0,2.0,1.0,1.0,0.29,11.8,2014,REG,2.0,3.0,1.0,0.59,41.2,11.0,13.0,1.0,3.0,0.0,0.0,0.0,Jones,Jermaine,NE,NE,Jones,Jermaine,M,NE,3000000.0,3252500.0,2014-09-15
3285,Michael Bradley,TOR,M,25.0,25.0,2198.0,2.0,4.0,52.0,12.0,2.0,1.0,1.0,0.08,3.8,2014,REG,1.0,2.0,2.0,0.16,23.1,26.0,28.0,0.0,6.0,0.0,0.0,1.0,Bradley,Michael,TOR,TOR,Bradley,Michael,M,TOR,6000000.0,6500000.0,2014-04-01
3286,Nick Hagglund,TOR,D,25.0,23.0,2088.0,2.0,3.0,22.0,6.0,0.0,2.0,0.0,0.09,9.1,2014,REG,0.0,1.0,2.0,0.13,27.3,22.0,21.0,2.0,2.0,2.0,0.0,0.0,Hagglund,Nick,TOR,TOR,Hagglund,Nick,D,TOR,48500.0,48500.0,2014-04-01
3287,Ned Grabavoy,RSL,M,33.0,30.0,2711.0,2.0,3.0,28.0,10.0,2.0,2.0,0.0,0.07,7.1,2014,REG,0.0,2.0,1.0,0.1,35.7,29.0,45.0,5.0,2.0,0.0,0.0,0.0,Grabavoy,Ned,RSL,RSL,Grabavoy,Ned,M,RSL,160000.0,175000.0,2014-04-01
3288,Paulo Nagamura,KC,M,21.0,21.0,1745.0,2.0,3.0,28.0,10.0,0.0,1.0,1.0,0.1,7.1,2014,REG,0.0,2.0,1.0,0.15,35.7,31.0,22.0,5.0,5.0,0.0,0.0,0.0,Nagamura,Paulo,KC,KC,Nagamura,Paulo,M,KC,220000.0,220000.0,2014-04-01
3289,Vincent Nogueira,PHI,M,29.0,28.0,2498.0,2.0,3.0,59.0,14.0,0.0,2.0,0.0,0.07,3.4,2014,REG,0.0,2.0,1.0,0.11,23.7,14.0,43.0,10.0,1.0,0.0,0.0,0.0,Nogueira,Vincent,PHI,PHI,Nogueira,Vincent,M,PHI,330000.0,330000.0,2014-04-01
3290,Alvas Powell,POR,D,15.0,11.0,1052.0,2.0,2.0,14.0,7.0,1.0,1.0,1.0,0.17,14.3,2014,REG,0.0,1.0,1.0,0.17,50.0,21.0,10.0,1.0,1.0,1.0,0.0,0.0,Powell,Alvas,POR,POR,Powell,Alvas,D,POR,48828.0,48828.0,2014-04-01
3291,Luis Gil,RSL,M,26.0,16.0,1386.0,2.0,2.0,20.0,6.0,0.0,1.0,1.0,0.13,10.0,2014,REG,1.0,1.0,1.0,0.13,30.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,Gil,Luis,RSL,RSL,Gil,Luis,M,RSL,220000.0,315083.33,2014-04-01
3292,Jacob Peterson,ATL,F,22.0,13.0,1301.0,2.0,2.0,24.0,10.0,2.0,1.0,1.0,0.14,8.3,2014,REG,1.0,1.0,1.0,0.14,41.7,12.0,15.0,3.0,2.0,0.0,0.0,0.0,Peterson,Jacob,ATL,KC,Peterson,Jacob,F,KC,110000.0,114833.33,2014-04-01
3293,Tim Cahill,NY,M,23.0,18.0,1516.0,2.0,2.0,26.0,8.0,0.0,2.0,0.0,0.12,7.7,2014,REG,0.0,1.0,1.0,0.12,30.8,51.0,17.0,8.0,4.0,1.0,0.0,0.0,Cahill,Tim,NY,NY,Cahill,Tim,M,NY,3500000.0,3625000.0,2014-04-01
3294,Amobi Okugo,PHI,D-M,32.0,31.0,2798.0,2.0,2.0,31.0,7.0,0.0,1.0,1.0,0.06,6.5,2014,REG,0.0,1.0,1.0,0.06,22.6,39.0,20.0,0.0,3.0,1.0,0.0,0.0,Okugo,Amobi,PHI,PHI,Okugo,Amobi,M,PHI,145000.0,228000.0,2014-04-01
3295,Khari Stephenson,SJ,M,19.0,11.0,1080.0,2.0,2.0,34.0,8.0,1.0,2.0,0.0,0.17,5.9,2014,REG,1.0,1.0,1.0,0.17,23.5,15.0,12.0,1.0,0.0,0.0,1.0,1.0,Stephenson,Khari,SJ,SJ,Stephenson,Khari,M,SJ,65004.0,68336.02,2014-04-01
3296,Brian Brown,PHI,F,8.0,1.0,230.0,2.0,1.0,5.0,3.0,0.0,1.0,1.0,0.78,40.0,2014,REG,0.0,1.0,0.0,0.39,60.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,Brown,Brian,PHI,PHI,Brown,Brian,F,PHI,48504.0,53004.0,2014-09-15
3298,Mark Sherrod,HOU,F,9.0,3.0,223.0,2.0,1.0,9.0,2.0,0.0,2.0,0.0,0.81,22.2,2014,REG,1.0,1.0,0.0,0.4,22.2,5.0,1.0,3.0,1.0,0.0,0.0,0.0,Sherrod,Mark,HOU,HOU,Sherrod,Mark,F,HOU,48504.0,48504.0,2014-04-01
3299,Liam Ridgewell,POR,D,15.0,15.0,1350.0,2.0,1.0,10.0,4.0,0.0,1.0,1.0,0.13,20.0,2014,REG,1.0,0.0,1.0,0.07,40.0,16.0,14.0,2.0,3.0,0.0,0.0,0.0,Ridgewell,Liam,POR,POR,Ridgewell,Liam,D,POR,1200000.0,1200000.0,2014-09-15
3301,Lawrence Olum,POR,D,25.0,21.0,1853.0,2.0,1.0,14.0,4.0,2.0,1.0,1.0,0.1,14.3,2014,REG,0.0,1.0,0.0,0.05,28.6,18.0,4.0,1.0,6.0,0.0,0.0,0.0,Olum,Lawrence,POR,KC,Olum,Lawrence,M/D,KC,48825.0,48825.0,2014-04-01
3302,Drew Moor,TOR,D,23.0,23.0,1994.0,2.0,1.0,15.0,7.0,0.0,1.0,1.0,0.09,13.3,2014,REG,0.0,0.0,1.0,0.05,46.7,16.0,19.0,2.0,2.0,0.0,0.0,0.0,Moor,Drew,TOR,COL,Moor,Drew,D,COL,235000.0,247000.0,2014-04-01
3303,Sanna Nyassi,CHI,M,14.0,10.0,739.0,2.0,1.0,18.0,7.0,0.0,0.0,2.0,0.24,11.1,2014,REG,0.0,1.0,0.0,0.12,38.9,23.0,22.0,6.0,2.0,0.0,0.0,0.0,Nyassi,Sanna,CHI,CHI,Nyassi,Sanna,M,CHI,147000.0,154625.0,2014-09-15
3304,Sanna Nyassi,CHI,M,14.0,10.0,739.0,2.0,1.0,18.0,7.0,0.0,0.0,2.0,0.24,11.1,2014,REG,0.0,1.0,0.0,0.12,38.9,23.0,22.0,6.0,2.0,0.0,0.0,0.0,Nyassi,Sanna,CHI,MTL,Nyassi,Sanna,M,MTL,147000.0,154625.0,2014-04-01
3305,Leo Fernandes,PHI,M,13.0,7.0,697.0,2.0,1.0,20.0,7.0,0.0,0.0,2.0,0.26,10.0,2014,REG,1.0,1.0,0.0,0.13,35.0,8.0,15.0,4.0,0.0,0.0,0.0,0.0,Fernandes,Leo,PHI,PHI,Fernandes,Leo,M,PHI,48500.0,48500.0,2014-04-01
3308,Edson Buddle,COL,F,18.0,12.0,1116.0,2.0,1.0,33.0,9.0,1.0,1.0,1.0,0.16,6.1,2014,REG,1.0,1.0,0.0,0.08,27.3,24.0,13.0,3.0,1.0,0.0,0.0,0.0,Buddle,Edson,COL,COL,Buddle,Edson,F,COL,325000.0,325000.0,2014-04-01
3309,Maxim Tissot,MTL,D,20.0,7.0,762.0,2.0,0.0,10.0,4.0,0.0,1.0,1.0,0.24,20.0,2014,REG,0.0,0.0,0.0,0.0,40.0,7.0,13.0,4.0,2.0,0.0,0.0,0.0,Tissot,Maxim,MTL,MTL,Tissot,Maxim,D,MTL,48500.0,48500.0,2014-04-01
3310,Pedro Ribeiro,PHI,M-F,9.0,3.0,351.0,2.0,0.0,11.0,3.0,1.0,2.0,0.0,0.51,18.2,2014,REG,0.0,0.0,0.0,0.0,27.3,6.0,5.0,2.0,0.0,0.0,0.0,0.0,Ribeiro,Pedro,PHI,PHI,Ribeiro,Pedro,M,PHI,36504.0,36504.0,2014-04-01
3312,Nicolas Mezquida,VAN,M-F,14.0,4.0,418.0,2.0,0.0,11.0,5.0,0.0,0.0,2.0,0.43,18.2,2014,REG,0.0,0.0,0.0,0.0,45.5,11.0,6.0,1.0,0.0,0.0,0.0,0.0,Mezquida,Nicolas,VAN,VAN,Mezquida,Nicolas,M-F,VAN,65000.0,65000.0,2014-04-01
3313,Claudio Bieler,KC,F,13.0,4.0,421.0,2.0,0.0,12.0,3.0,0.0,1.0,1.0,0.43,16.7,2014,REG,0.0,0.0,0.0,0.0,25.0,9.0,7.0,4.0,1.0,0.0,0.0,0.0,Bieler,Claudio,KC,KC,Bieler,Claudio,F,KC,225000.0,225000.0,2014-04-01
3314,Kendall Waston,VAN,D,10.0,9.0,821.0,2.0,0.0,12.0,2.0,1.0,2.0,0.0,0.22,16.7,2014,REG,0.0,0.0,0.0,0.0,16.7,18.0,9.0,0.0,5.0,0.0,0.0,0.0,Waston,Kendall,VAN,VAN,Waston,Kendall,D,VAN,199992.0,201242.0,2014-09-15
3315,Adam Bedell,CLB,F,16.0,7.0,632.0,2.0,0.0,14.0,10.0,0.0,1.0,1.0,0.28,14.3,2014,REG,0.0,0.0,0.0,0.0,71.4,12.0,5.0,6.0,0.0,0.0,0.0,0.0,Bedell,Adam,CLB,CLB,Bedell,Adam,F,CLB,36504.0,36504.0,2014-04-01
3316,CJ Sapong,PHI,F,20.0,7.0,811.0,2.0,0.0,14.0,5.0,0.0,1.0,1.0,0.22,14.3,2014,REG,0.0,0.0,0.0,0.0,35.7,21.0,22.0,4.0,1.0,0.0,0.0,0.0,Sapong,CJ,PHI,KC,Sapong,CJ,F,KC,95000.0,112000.0,2014-04-01
3317,Issey Nakajima-Farran,MTL,M,18.0,7.0,775.0,2.0,0.0,17.0,5.0,0.0,0.0,2.0,0.23,11.8,2014,REG,0.0,0.0,0.0,0.0,29.4,13.0,15.0,4.0,1.0,1.0,0.0,0.0,Nakajima-Farran,Issey,MTL,MTL,Nakajima-Farran,Issey,M,MTL,90000.0,110000.0,2014-09-15
3318,Issey Nakajima-Farran,MTL,M,18.0,7.0,775.0,2.0,0.0,17.0,5.0,0.0,0.0,2.0,0.23,11.8,2014,REG,0.0,0.0,0.0,0.0,29.4,13.0,15.0,4.0,1.0,1.0,0.0,0.0,Nakajima-Farran,Issey,MTL,TOR,Nakajima-Farran,Issey,M,TOR,90000.0,110000.0,2014-04-01
3319,Jordan Harvey,LFC,D,33.0,33.0,2939.0,2.0,0.0,17.0,4.0,1.0,1.0,1.0,0.06,11.8,2014,REG,0.0,0.0,0.0,0.0,23.5,33.0,26.0,4.0,6.0,1.0,0.0,0.0,Harvey,Jordan,LAFC,VAN,Harvey,Jordan,D,VAN,123750.0,123750.0,2014-04-01
3320,Kamani Hill,COL,F,15.0,11.0,866.0,2.0,0.0,17.0,7.0,1.0,2.0,0.0,0.21,11.8,2014,REG,0.0,0.0,0.0,0.0,41.2,17.0,16.0,1.0,2.0,0.0,0.0,0.0,Hill,Kamani,COL,COL,Hill,Kamani,M,COL,48825.0,48825.0,2014-04-01
3321,Juan Luis Anangono,CHI,F,15.0,4.0,472.0,2.0,0.0,18.0,5.0,0.0,2.0,0.0,0.38,11.1,2014,REG,0.0,0.0,0.0,0.0,27.8,10.0,13.0,4.0,0.0,0.0,0.0,1.0,Luis Anangono,Juan,CHI,CHI,Anangono,Juan Luis,F,CHI,175000.0,175000.0,2014-04-01
3322,Davy Arnaud,DC,M,31.0,30.0,2626.0,2.0,0.0,21.0,6.0,1.0,1.0,1.0,0.07,9.5,2014,REG,0.0,0.0,0.0,0.0,28.6,47.0,53.0,2.0,8.0,0.0,0.0,0.0,Arnaud,Davy,DC,DC,Arnaud,Davy,M,DC,212500.0,212500.0,2014-04-01
3324,Sam Cronin,MIN,M,31.0,30.0,2627.0,2.0,0.0,26.0,6.0,0.0,1.0,1.0,0.07,7.7,2014,REG,0.0,0.0,0.0,0.0,23.1,36.0,18.0,1.0,5.0,0.0,0.0,0.0,Cronin,Sam,MIN,SJ,Cronin,Sam,M,SJ,185000.0,187500.0,2014-04-01
3325,Shea Salinas,SJ,M,31.0,30.0,2470.0,1.0,8.0,26.0,9.0,0.0,1.0,0.0,0.04,3.8,2014,REG,2.0,5.0,3.0,0.29,34.6,31.0,30.0,4.0,3.0,1.0,0.0,0.0,Salinas,Shea,SJ,SJ,Salinas,Shea,M,SJ,130000.0,133333.33,2014-04-01
3326,Darlington Nagbe,ATL,M-F,32.0,30.0,2681.0,1.0,7.0,42.0,17.0,1.0,0.0,1.0,0.03,2.4,2014,REG,2.0,4.0,3.0,0.23,40.5,13.0,93.0,4.0,0.0,0.0,0.0,0.0,Nagbe,Darlington,ATL,POR,Nagbe,Darlington,M/F,POR,250000.0,260000.0,2014-04-01
3327,Chris Tierney,NE,D-M,24.0,21.0,1930.0,1.0,5.0,21.0,9.0,1.0,0.0,1.0,0.05,4.8,2014,REG,2.0,3.0,2.0,0.23,42.9,11.0,9.0,0.0,4.0,0.0,0.0,1.0,Tierney,Chris,NE,NE,Tierney,Chris,D-M,NE,100000.0,103333.33,2014-04-01
3328,Hector Jimenez,CLB,M,24.0,19.0,1694.0,1.0,5.0,23.0,6.0,0.0,1.0,0.0,0.05,4.3,2014,REG,1.0,1.0,4.0,0.27,26.1,17.0,14.0,5.0,2.0,0.0,0.0,0.0,Jimenez,Hector,CLB,CLB,Jimenez,Hector,M,CLB,75000.0,75000.0,2014-04-01
3329,Wil Trapp,CLB,M,28.0,28.0,2486.0,1.0,4.0,11.0,3.0,0.0,0.0,1.0,0.04,9.1,2014,REG,2.0,4.0,0.0,0.14,27.3,37.0,23.0,0.0,6.0,2.0,0.0,0.0,Trapp,Wil,CLB,CLB,Trapp,Wil,M,CLB,125000.0,152000.0,2014-04-01
3330,Sean Franklin,DC,D,29.0,28.0,2532.0,1.0,4.0,16.0,3.0,0.0,1.0,0.0,0.04,6.3,2014,REG,2.0,2.0,2.0,0.14,18.8,19.0,15.0,5.0,0.0,0.0,0.0,0.0,Franklin,Sean,DC,DC,Franklin,Sean,D,DC,275000.0,298333.33,2014-04-01
3331,Kevin Alston,NE,D,11.0,9.0,683.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.13,33.3,2014,REG,1.0,1.0,2.0,0.4,66.7,10.0,7.0,1.0,1.0,1.0,0.0,0.0,Alston,Kevin,NE,NE,Alston,Kevin,D,NE,125000.0,143333.33,2014-04-01
3332,Patrick Nyarko,CHI,F-M,17.0,9.0,846.0,1.0,3.0,10.0,5.0,1.0,0.0,1.0,0.11,10.0,2014,REG,0.0,0.0,3.0,0.32,50.0,11.0,27.0,2.0,3.0,1.0,0.0,0.0,Nyarko,Patrick,CHI,CHI,Nyarko,Patrick,F,CHI,265000.0,284500.0,2014-04-01
3333,Marc Burch,MIN,D,22.0,21.0,1899.0,1.0,3.0,11.0,1.0,0.0,1.0,0.0,0.05,9.1,2014,REG,1.0,2.0,1.0,0.14,9.1,21.0,12.0,0.0,3.0,0.0,0.0,0.0,Burch,Marc,MIN,COL,Burch,Marc,D,COL,85000.0,85000.0,2014-04-01
3334,Calum Mallace,LFC,M,23.0,12.0,1122.0,1.0,3.0,13.0,3.0,0.0,0.0,1.0,0.08,7.7,2014,REG,0.0,1.0,2.0,0.24,23.1,18.0,7.0,0.0,3.0,0.0,0.0,0.0,Mallace,Calum,LAFC,MTL,Mallace,Calum,M,MTL,50848.0,65848.0,2014-04-01
3335,Chad Marshall,SEA,D,31.0,31.0,2790.0,1.0,3.0,14.0,4.0,1.0,1.0,0.0,0.03,7.1,2014,REG,0.0,1.0,2.0,0.1,28.6,20.0,36.0,1.0,1.0,0.0,0.0,0.0,Marshall,Chad,SEA,SEA,Marshall,Chad,D,SEA,270000.0,286666.67,2014-04-01
3336,Bobby Boswell,DC,D,34.0,34.0,3045.0,1.0,3.0,19.0,5.0,1.0,1.0,0.0,0.03,5.3,2014,REG,1.0,2.0,1.0,0.09,26.3,36.0,11.0,1.0,2.0,0.0,0.0,0.0,Boswell,Bobby,DC,DC,Boswell,Bobby,D,DC,231000.0,231000.0,2014-04-01
3337,Ben Speas,CLB,M-F,13.0,8.0,704.0,1.0,3.0,20.0,3.0,0.0,1.0,0.0,0.13,5.0,2014,REG,0.0,2.0,1.0,0.38,15.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,Speas,Ben,CLB,CLB,Speas,Ben,F,CLB,65100.0,65100.0,2014-04-01
3340,Sebastian Velasquez,RSL,M,10.0,1.0,222.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.41,25.0,2014,REG,1.0,1.0,1.0,0.81,50.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,Velasquez,Sebastian,RSL,RSL,Velasquez,Sebastian,M,RSL,48825.0,48825.0,2014-04-01
3341,Taylor Kemp,DC,D,13.0,12.0,1083.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,0.08,20.0,2014,REG,1.0,2.0,0.0,0.17,40.0,14.0,7.0,0.0,2.0,0.0,0.0,0.0,Kemp,Taylor,DC,DC,Kemp,Taylor,D,DC,36504.0,36504.0,2014-04-01
3342,Darrius Barnes,NE,D,22.0,16.0,1628.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,0.06,16.7,2014,REG,2.0,1.0,1.0,0.11,33.3,29.0,11.0,0.0,4.0,0.0,0.0,0.0,Barnes,Darrius,NE,NE,Barnes,Darrius,D,NE,80000.0,86666.67,2014-04-01
3344,Grant Ward,CHI,M,23.0,12.0,1051.0,1.0,2.0,15.0,4.0,0.0,0.0,1.0,0.09,6.7,2014,REG,1.0,1.0,1.0,0.17,26.7,14.0,20.0,2.0,2.0,0.0,0.0,0.0,Ward,Grant,CHI,CHI,Ward,Grant,F,CHI,48500.0,48500.0,2014-04-01
3345,Jonny Steele,NY,M,15.0,6.0,624.0,1.0,2.0,16.0,5.0,0.0,0.0,1.0,0.14,6.3,2014,REG,0.0,1.0,1.0,0.29,31.3,9.0,4.0,4.0,1.0,0.0,0.0,0.0,Steele,Jonny,NY,NY,Steele,Jonny,M,NY,129996.0,134996.0,2014-04-01
3346,Leandro Barrera,CHV,M,32.0,24.0,2071.0,1.0,2.0,36.0,16.0,0.0,0.0,1.0,0.04,2.8,2014,REG,0.0,1.0,1.0,0.09,44.4,18.0,43.0,6.0,3.0,0.0,0.0,0.0,Barrera,Leandro,CHV,CHV,Barrera,Leandro,F,CHV,50000.0,50000.0,2014-04-01
3347,Kristopher Tyrpak,CHV,F,9.0,0.0,156.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.58,100.0,2014,REG,0.0,0.0,1.0,0.58,100.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Tyrpak,Kristopher,CHV,CHV,Tyrpak,Kristopher,F,CHV,36504.0,36504.0,2014-04-01
3348,Bradley Orr,TOR,D,19.0,14.0,1144.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.08,33.3,2014,REG,1.0,1.0,0.0,0.08,66.7,9.0,12.0,0.0,1.0,0.0,0.0,0.0,Orr,Bradley,TOR,TOR,Orr,Bradley,D,TOR,75000.0,75000.0,2014-04-01
3349,Mamadou Danso,MTL,D,13.0,12.0,1097.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.08,12.5,2014,REG,0.0,0.0,1.0,0.08,12.5,13.0,5.0,2.0,1.0,0.0,0.0,0.0,Danso,Mamadou,MTL,MTL,Danso,Mamadou,D,MTL,87500.0,87500.0,2014-09-15
3350,Mamadou Danso,MTL,D,13.0,12.0,1097.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.08,12.5,2014,REG,0.0,0.0,1.0,0.08,12.5,13.0,5.0,2.0,1.0,0.0,0.0,0.0,Danso,Mamadou,MTL,POR,Danso,Mamadou,D,POR,87500.0,87500.0,2014-04-01
3352,Hassoun Camara,MTL,D,28.0,26.0,2365.0,1.0,1.0,11.0,4.0,0.0,0.0,1.0,0.04,9.1,2014,REG,0.0,1.0,0.0,0.04,36.4,56.0,29.0,1.0,11.0,1.0,0.0,0.0,Camara,Hassoun,MTL,MTL,Camara,Hassoun,D/M,MTL,215000.0,226625.0,2014-04-01
3353,Marlon Hairston,COL,M,22.0,9.0,988.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,0.09,8.3,2014,REG,0.0,1.0,0.0,0.09,33.3,12.0,21.0,3.0,1.0,0.0,0.0,0.0,Hairston,Marlon,COL,COL,Hairston,Marlon,M,COL,70000.0,93000.0,2014-04-01
3354,Kalif Alhassan,POR,M,15.0,5.0,590.0,1.0,1.0,14.0,4.0,0.0,1.0,0.0,0.15,7.1,2014,REG,0.0,1.0,0.0,0.15,28.6,6.0,15.0,0.0,1.0,0.0,0.0,0.0,Alhassan,Kalif,POR,POR,Alhassan,Kalif,M,POR,120000.0,120000.0,2014-04-01
3355,David Horst,RSL,D,31.0,31.0,2653.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,0.03,6.7,2014,REG,1.0,1.0,0.0,0.03,6.7,37.0,26.0,0.0,3.0,1.0,0.0,0.0,Horst,David,RSL,HOU,Horst,David,D,HOU,70000.0,72750.0,2014-04-01
3356,Gershon Koffie,VAN,M,21.0,17.0,1541.0,1.0,1.0,20.0,5.0,0.0,1.0,0.0,0.06,5.0,2014,REG,0.0,1.0,0.0,0.06,25.0,36.0,38.0,0.0,4.0,0.0,0.0,0.0,Koffie,Gershon,VAN,VAN,Koffie,Gershon,M,VAN,200000.0,211000.0,2014-04-01
