,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
4604,Dave Romney,LA,D,10.0,8.0,730.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,0.0,1.0,0.12,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,Romney,Dave,LA,,,,,,,,
4640,Molham Babouli,TOR,F,16.0,6.0,647.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.14,10.0,11.0,6.0,3.0,1.0,0.0,0.0,0.0,Babouli,Molham,TOR,,,,,,,,
4647,Micheal Azira,COL,M,31.0,28.0,2503.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,0.0,1.0,0.04,7.7,65.0,25.0,1.0,9.0,1.0,0.0,0.0,Azira,Micheal,COL,,,,,,,,
4667,Juan Ramirez,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ramirez,Juan,COL,,,,,,,,
4669,Paul Clowes,DC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clowes,Paul,DC,,,,,,,,
4680,Leonardo,HOU,D,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,Leonardo,HOU,,,,,,,,
4695,Benji Joya,SKC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joya,Benji,KC,,,,,,,,
4697,Michael Seaton,POR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seaton,Michael,POR,,,,,,,,
4705,Zach Carroll,NY,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carroll,Zach,NY,,,,,,,,
4711,Sam Adekugbe,VAN,D,2.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Adekugbe,Sam,VAN,,,,,,,,
4718,Alex Zendejas,DAL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zendejas,Alex,DAL,,,,,,,,
4722,Emilio Orozco,RSL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orozco,Emilio,RSL,,,,,,,,
4729,Amro Tarek,CLB,D,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarek,Amro,CLB,,,,,,,,
4735,Pedro Baez,RSL,F,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baez,Pedro,RSL,,,,,,,,
4737,Derrick Etienne Jr.,NY,M,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Etienne Jr.,Derrick,NY,,,,,,,,
4762,Clément Simonin,TOR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Simonin,Clément,TOR,,,,,,,,
4767,Bryan Róchez,ORL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Róchez,Bryan,ORL,,,,,,,,
4768,Andrew Brody,RSL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brody,Andrew,RSL,,,,,,,,
4774,Fito Ovalle,RSL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ovalle,Fito,RSL,,,,,,,,
4794,Samba,NE,D,2.0,1.0,91.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Samba,NE,,,,,,,,
4795,Raheem Edwards,MTL,F,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edwards,Raheem,MTL,,,,,,,,
4798,Bradford Jamieson IV,LA,F,3.0,0.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamieson IV,Bradford,LA,,,,,,,,
4807,David Rocha,HOU,M,4.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Rocha,David,HOU,,,,,,,,
4829,A.J. DeLaGarza,HOU,D,24.0,23.0,2064.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,33.3,21.0,21.0,0.0,5.0,0.0,0.0,0.0,DeLaGarza,A.J.,HOU,,,,,,,,
4833,Pa-Modou Kah,VAN,D,5.0,4.0,395.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,33.3,8.0,1.0,0.0,3.0,0.0,0.0,0.0,Kah,Pa-Modou,VAN,,,,,,,,
4834,José Gonçalves,NE,D,28.0,28.0,2519.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,41.0,22.0,1.0,3.0,0.0,0.0,0.0,Gonçalves,José,NE,,,,,,,,
4844,Getterson,DAL,F,4.0,2.0,152.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Getterson,DAL,,,,,,,,
4857,Abdoulie Mansally,HOU,D,9.0,5.0,565.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,20.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,Mansally,Abdoulie,HOU,,,,,,,,
4858,Román Torres,SEA,D,9.0,8.0,765.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,16.7,5.0,5.0,1.0,1.0,0.0,0.0,0.0,Torres,Román,SEA,,,,,,,,
4868,Agus,HOU,D,8.0,8.0,672.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,37.5,13.0,4.0,0.0,0.0,0.0,0.0,0.0,,Agus,HOU,,,,,,,,
4878,Hérculez Gómez,SEA,F,21.0,9.0,842.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,50.0,16.0,18.0,2.0,1.0,0.0,0.0,0.0,Gómez,Hérculez,SEA,,,,,,,,
4925,Nicolás Lodeiro,SEA,M,33.0,33.0,2965.0,7.0,12.0,67.0,19.0,0.0,4.0,3.0,0.21,10.4,2017,REG,5.0,8.0,4.0,0.36,28.4,37.0,110.0,16.0,5.0,1.0,3.0,3.0,Lodeiro,Nicolás,SEA,,,,,,,,
4932,Fafa Picault,PHI,M,28.0,23.0,1894.0,7.0,3.0,46.0,22.0,3.0,4.0,3.0,0.33,15.2,2017,REG,0.0,2.0,1.0,0.14,47.8,11.0,27.0,7.0,1.0,0.0,0.0,0.0,Picault,Fafa,PHI,,,,,,,,
4939,Kaká,ORL,M,23.0,18.0,1564.0,6.0,5.0,31.0,10.0,0.0,4.0,2.0,0.35,19.4,2017,REG,0.0,2.0,3.0,0.29,32.3,20.0,22.0,3.0,6.0,1.0,0.0,0.0,,Kaká,ORL,,,,,,,,
4943,Gonzalo Verón,NYR,M-F,24.0,5.0,777.0,6.0,3.0,28.0,13.0,2.0,2.0,4.0,0.69,21.4,2017,REG,1.0,1.0,2.0,0.35,46.4,16.0,28.0,3.0,1.0,0.0,3.0,4.0,Verón,Gonzalo,NY,,,,,,,,
4945,Giovani dos Santos,LA,F,25.0,25.0,2189.0,6.0,3.0,59.0,17.0,0.0,2.0,4.0,0.25,10.2,2017,REG,2.0,1.0,2.0,0.12,28.8,14.0,21.0,7.0,3.0,0.0,3.0,3.0,dos Santos,Giovani,LA,,,,,,,,
4946,Diego Rubio,SKC,F,16.0,11.0,1010.0,6.0,2.0,37.0,14.0,3.0,5.0,1.0,0.53,16.2,2017,REG,1.0,2.0,0.0,0.18,37.8,22.0,28.0,6.0,2.0,0.0,0.0,1.0,Rubio,Diego,KC,,,,,,,,
4954,Marco Ureña,LFC,F,25.0,22.0,1766.0,5.0,3.0,49.0,24.0,2.0,3.0,2.0,0.25,10.2,2017,REG,2.0,2.0,1.0,0.15,49.0,20.0,17.0,12.0,3.0,0.0,0.0,0.0,Ureña,Marco,LAFC,,,,,,,,
4956,Valeri Qazaishvili,SJ,M,13.0,8.0,784.0,5.0,2.0,38.0,14.0,1.0,2.0,3.0,0.57,13.2,2017,REG,1.0,2.0,0.0,0.23,36.8,6.0,15.0,1.0,0.0,0.0,0.0,0.0,Qazaishvili,Valeri,SJ,,,,,,,,
4970,Michael de Leeuw,CHI,F,30.0,26.0,2189.0,3.0,8.0,37.0,13.0,0.0,2.0,1.0,0.12,8.1,2017,REG,3.0,5.0,3.0,0.33,35.1,48.0,35.0,7.0,5.0,0.0,0.0,0.0,de Leeuw,Michael,CHI,,,,,,,,
4972,Marky Delgado,TOR,M,26.0,25.0,2072.0,3.0,5.0,18.0,4.0,0.0,1.0,2.0,0.13,16.7,2017,REG,4.0,4.0,1.0,0.22,22.2,20.0,23.0,3.0,1.0,1.0,0.0,0.0,Delgado,Marky,TOR,,,,,,,,
4990,Bradford Jamieson IV,LA,F,24.0,11.0,984.0,3.0,1.0,8.0,3.0,0.0,2.0,1.0,0.27,37.5,2017,REG,0.0,1.0,0.0,0.09,37.5,25.0,12.0,1.0,2.0,0.0,0.0,0.0,Jamieson IV,Bradford,LA,,,,,,,,
5005,Alex,HOU,M,32.0,28.0,2309.0,2.0,11.0,40.0,14.0,2.0,2.0,0.0,0.08,5.0,2017,REG,3.0,8.0,3.0,0.43,35.0,35.0,55.0,6.0,5.0,1.0,0.0,0.0,,Alex,HOU,,,,,,,,
5013,Felipe,NY,M,33.0,33.0,2961.0,2.0,5.0,37.0,12.0,0.0,2.0,0.0,0.06,5.4,2017,REG,3.0,2.0,3.0,0.15,32.4,58.0,87.0,2.0,5.0,0.0,0.0,0.0,,Felipe,NY,,,,,,,,
5023,Josh Gatt,COL,M-F,20.0,11.0,1067.0,2.0,3.0,17.0,6.0,1.0,1.0,1.0,0.17,11.8,2017,REG,1.0,3.0,0.0,0.25,35.3,25.0,10.0,4.0,3.0,0.0,0.0,0.0,Gatt,Josh,COL,,,,,,,,
5039,Leonardo,HOU,D,30.0,29.0,2616.0,2.0,1.0,13.0,2.0,1.0,2.0,0.0,0.07,15.4,2017,REG,0.0,1.0,0.0,0.03,15.4,38.0,6.0,1.0,3.0,0.0,0.0,0.0,,Leonardo,HOU,,,,,,,,
5041,Harry Shipp,SEA,M,18.0,11.0,927.0,2.0,1.0,15.0,4.0,1.0,2.0,0.0,0.19,13.3,2017,REG,0.0,1.0,0.0,0.1,26.7,6.0,11.0,2.0,1.0,0.0,0.0,0.0,Shipp,Harry,SEA,,,,,,,,
5045,Dave Romney,LA,D,29.0,23.0,2249.0,2.0,1.0,19.0,9.0,0.0,1.0,1.0,0.08,10.5,2017,REG,0.0,1.0,0.0,0.04,47.4,10.0,4.0,0.0,0.0,0.0,0.0,0.0,Romney,Dave,LA,,,,,,,,
5057,Sébastien Le Toux,DC,F,16.0,8.0,732.0,2.0,0.0,9.0,4.0,0.0,0.0,2.0,0.25,22.2,2017,REG,0.0,0.0,0.0,0.0,44.4,6.0,6.0,0.0,1.0,0.0,0.0,0.0,Le Toux,Sébastien,DC,,,,,,,,
5062,Michael Amir Murillo,NY,D,17.0,15.0,1316.0,2.0,0.0,17.0,7.0,0.0,1.0,1.0,0.14,11.8,2017,REG,0.0,0.0,0.0,0.0,41.2,17.0,20.0,0.0,3.0,0.0,0.0,0.0,Amir Murillo,Michael,NY,,,,,,,,
5090,Niko Hansen,CLB,M,14.0,3.0,401.0,1.0,2.0,7.0,2.0,1.0,1.0,0.0,0.22,14.3,2017,REG,1.0,1.0,1.0,0.45,28.6,3.0,5.0,0.0,0.0,0.0,0.0,0.0,Hansen,Niko,CLB,,,,,,,,
5097,Matías Pérez García,ORL,F,15.0,11.0,971.0,1.0,2.0,17.0,5.0,0.0,1.0,0.0,0.09,5.9,2017,REG,1.0,2.0,0.0,0.19,29.4,16.0,36.0,2.0,3.0,0.0,0.0,0.0,Pérez García,Matías,ORL,,,,,,,,
5110,Tony Beltran,RSL,D,21.0,21.0,1820.0,1.0,1.0,8.0,4.0,0.0,0.0,1.0,0.05,12.5,2017,REG,0.0,0.0,1.0,0.05,50.0,28.0,27.0,1.0,3.0,0.0,0.0,0.0,Beltran,Tony,RSL,,,,,,,,
5116,Ambroise Oyongo,MTL,D,11.0,11.0,990.0,1.0,1.0,10.0,3.0,0.0,1.0,0.0,0.09,10.0,2017,REG,0.0,0.0,1.0,0.09,30.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,Oyongo,Ambroise,MTL,,,,,,,,
5120,Jonathan dos Santos,LA,M,12.0,11.0,1004.0,1.0,1.0,11.0,2.0,0.0,1.0,0.0,0.09,9.1,2017,REG,0.0,0.0,1.0,0.09,18.2,7.0,10.0,0.0,4.0,0.0,0.0,0.0,dos Santos,Jonathan,LA,,,,,,,,
5126,Frederic Brillant,DC,D,23.0,16.0,1523.0,1.0,1.0,15.0,5.0,1.0,1.0,0.0,0.06,6.7,2017,REG,0.0,1.0,0.0,0.06,33.3,10.0,7.0,1.0,3.0,0.0,0.0,0.0,Brillant,Frederic,DC,,,,,,,,
5140,Lalas Abubakar,CLB,D,7.0,6.0,528.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.17,20.0,2017,REG,0.0,0.0,0.0,0.0,20.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,Abubakar,Lalas,CLB,,,,,,,,
5145,Richie Marquez,PHI,D,15.0,13.0,1212.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.07,16.7,2017,REG,0.0,0.0,0.0,0.0,16.7,10.0,4.0,0.0,0.0,0.0,0.0,0.0,Marquez,Richie,PHI,,,,,,,,
5158,Axel Sjöberg,COL,D,19.0,19.0,1637.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,0.05,9.1,2017,REG,0.0,0.0,0.0,0.0,18.2,23.0,6.0,0.0,1.0,1.0,0.0,0.0,Sjöberg,Axel,COL,,,,,,,,
5171,Christian Bolaños,VAN,M,21.0,18.0,1626.0,0.0,7.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,2017,REG,3.0,5.0,2.0,0.39,24.1,12.0,30.0,2.0,0.0,1.0,0.0,0.0,Bolaños,Christian,VAN,,,,,,,,
5181,Vytas,POR,D,23.0,19.0,1780.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,4.0,0.0,0.2,25.0,25.0,9.0,0.0,5.0,0.0,0.0,0.0,,Vytas,POR,,,,,,,,
5191,A.J. DeLaGarza,HOU,D,30.0,30.0,2623.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,2.0,1.0,0.1,25.0,26.0,20.0,0.0,8.0,0.0,0.0,0.0,DeLaGarza,A.J.,HOU,,,,,,,,
5195,Artur,CLB,M,24.0,19.0,1702.0,0.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,3.0,0.0,0.16,15.8,32.0,20.0,2.0,1.0,0.0,0.0,0.0,,Artur,CLB,,,,,,,,
5217,Micheal Azira,COL,M,30.0,28.0,2569.0,0.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,1.0,1.0,0.07,30.8,56.0,25.0,0.0,8.0,0.0,0.0,0.0,Azira,Micheal,COL,,,,,,,,
5218,Derrick Etienne Jr.,NY,M,18.0,8.0,702.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,2.0,0.0,0.26,46.2,10.0,14.0,4.0,2.0,0.0,0.0,0.0,Etienne Jr.,Derrick,NY,,,,,,,,
5220,Darwin Cerén,HOU,M,21.0,19.0,1642.0,0.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,1.0,1.0,0.11,11.8,33.0,22.0,0.0,3.0,2.0,0.0,0.0,Cerén,Darwin,HOU,,,,,,,,
5222,Román Torres,SEA,D,23.0,21.0,1787.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,1.0,1.0,0.1,0.0,25.0,7.0,1.0,4.0,1.0,0.0,0.0,Torres,Román,SEA,,,,,,,,
5225,Louis Béland-Goyette,MTL,M,6.0,4.0,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,1.0,0.0,0.31,0.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,Béland-Goyette,Louis,MTL,,,,,,,,
5234,Sunday Stephen,RSL,M,21.0,18.0,1493.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,1.0,0.06,0.0,44.0,10.0,0.0,8.0,0.0,0.0,0.0,Stephen,Sunday,RSL,,,,,,,,
5244,PC,OCS,D,8.0,5.0,436.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,1.0,0.21,0.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,,PC,ORL,,,,,,,,
5270,Víctor Bernárdez,SJ,D,25.0,25.0,2228.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,1.0,0.0,0.04,7.7,28.0,8.0,0.0,2.0,2.0,0.0,0.0,Bernárdez,Víctor,SJ,,,,,,,,
5288,Agus,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Agus,HOU,,,,,,,,
5293,Bernardo Añor,MIN,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Añor,Bernardo,MIN,,,,,,,,
5299,Johan Brunell,TOR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brunell,Johan,TOR,,,,,,,,
5307,Molham Babouli,TOR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Babouli,Molham,TOR,,,,,,,,
5347,Bryan Róchez,ATL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Róchez,Bryan,ATL,,,,,,,,
5372,Sam Adekugbe,VAN,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adekugbe,Sam,VAN,,,,,,,,
5380,Harold Hanson,POR,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Hanson,Harold,POR,,,,,,,,
5382,Hassan Ndam,NY,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ndam,Hassan,NY,,,,,,,,
5391,Nick DePuy,MTL,F,5.0,1.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,DePuy,Nick,MTL,,,,,,,,
5397,Joe Holland,HOU,M,5.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Holland,Joe,HOU,,,,,,,,
5421,Pele van Anholt,LA,D,5.0,5.0,357.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,50.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,van Anholt,Pele,LA,,,,,,,,
5430,Mike da Fonte,COL,D,17.0,14.0,1223.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,30.0,14.0,0.0,5.0,0.0,0.0,0.0,da Fonte,Mike,COL,,,,,,,,
5452,Aly Ghazal,VAN,M,7.0,7.0,630.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,Ghazal,Aly,VAN,,,,,,,,
5458,Aurélien Collin,NY,D,9.0,7.0,545.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,20.0,15.0,6.0,0.0,2.0,0.0,0.0,0.0,Collin,Aurélien,NY,,,,,,,,
5459,Álvaro Fernández,SEA,M,10.0,5.0,492.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,80.0,4.0,8.0,2.0,1.0,0.0,0.0,0.0,Fernández,Álvaro,SEA,,,,,,,,
5466,Josh Smith,NE,D,6.0,6.0,539.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,16.7,8.0,3.0,0.0,0.0,0.0,0.0,0.0,Smith,Josh,NE,,,,,,,,
5489,Steve Birnbaum,DC,D,26.0,25.0,2249.0,0.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,12.5,38.0,15.0,1.0,2.0,0.0,0.0,0.0,Birnbaum,Steve,DC,,,,,,,,
5490,Michael Banner,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,CHI,Banner,Michael,M,CHI,12900.0,12900.0,2007-08-31
5491,Thiago Correa,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,CHI,Correa,Thiago,M,CHI,44100.0,44100.0,2007-08-31
5492,Bruno Marques,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,CHI,Marques,Bruno,M,CHI,12900.0,12900.0,2007-08-31
5493,Jorge Flores,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,CHV,Flores,Jorge,M,CHV,12900.0,13275.0,2007-08-31
5494,Rodrigo Lopez,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,CHV,Lopez,Rodrigo,M,CHV,17700.0,17700.0,2007-08-31
5495,Daniel Gargan,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,COL,Gargan,Daniel,M,COL,30000.0,30000.0,2007-08-31
5496,Hercules Gomez,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,COL,Gomez,Hercules,F,COL,49350.0,49350.0,2007-08-31
5497,Juan Sebastian Botero,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DAL,Botero,Juan Sebastian,M,DAL,12900.0,12900.0,2007-08-31
5498,Denilson De Oliveira,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DAL,De Oliveira,Denilson,M,DAL,872736.0,879936.0,2007-08-31
5499,Ricardo Pereira,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DAL,Pereira,Ricardo,F,DAL,30000.0,30000.0,2007-08-31
5500,Juan Carlos Toja,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DAL,Toja,Juan Carlos,M,DAL,100008.0,100008.0,2007-08-31
5501,Robert Boswell,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DC,Boswell,Robert,D,DC,30870.0,30870.0,2007-08-31
5502,Fred da Silva Carreiro,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DC,Carreiro,Fred da Silva,M-F,DC,190008.0,222008.0,2007-08-31
5503,Stephen DeRoux,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DC,DeRoux,Stephen,M,DC,12900.0,12900.0,2007-08-31
5504,Cristian Gomez,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DC,Gomez,Cristian,M,DC,216000.0,218500.0,2007-08-31
5505,Guy Kpene,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DC,Kpene,Guy,F,DC,30000.0,30000.0,2007-08-31
5506,Stanton Mediate,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,DC,Mediate,Stanton,M-F,DC,30000.0,30000.0,2007-08-31
