,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,First Name,Last Name,Club_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Base Salary,Guaranteed Compensation
2529,Marvell Wynne,COL,D,28.0,28.0,2520.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,1.0,0.0,0.0,0.0,Marvell,Wynne,COL,Wynne,Marvell,D,250000.0,326666.67
2530,Chris Albright,PHI,D,8.0,3.0,246.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,100.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Chris,Albright,PHI,Albright,Chris,D,55000.0,55000.0
2531,Mario Martinez,SEA,M,3.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Mario,Martinez,SEA,Martinez,Mario,M,48000.0,48000.0
2532,Jeremiah White,NE ,M,2.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeremiah,White,,White,Jeremiah,M,44004.0,44004.0
2533,Jeremiah White,NE ,M,2.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeremiah,White,NE,White,Jeremiah,M,44004.0,44004.0
2534,Luke Sassano,KC ,D,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke,Sassano,,Sassano,Luke,M-D,81000.0,83025.0
2535,Luke Sassano,KC ,D,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke,Sassano,KC,Sassano,Luke,M-D,81000.0,83025.0
2536,Neven Markovic,KC ,D,2.0,1.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Neven,Markovic,KC,Markovic,Neven,D,90000.0,90000.0
2537,Bruno Guarda,DAL,M,4.0,1.0,169.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,100.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Bruno,Guarda,DAL,Guarda,Bruno,M,60000.0,75000.0
2538,A.J. DeLaGarza,HOU,D,30.0,30.0,2644.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,41.0,32.0,0.0,4.0,0.0,0.0,0.0,A.J.,DeLaGarza,,,,,,
2539,Carlyle Mitchell,VAN,D,2.0,2.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Carlyle,Mitchell,VAN,Mitchell,Carlyle,D,44100.0,44100.0
2540,Alec Purdie ,NE ,F,5.0,1.0,123.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Alec,Purdie ,,,,,,
2541,Chris Klute,COL,D,1.0,1.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Klute,COL,Klute,Chris,D,33750.0,33750.0
2542,David Viana,RSL,M,2.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,David,Viana,,,,,,
2543,Marky Delgado,TOR,M,1.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Marky,Delgado,,,,,,
2544,Cristhian Hernandez,PHI,F,2.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cristhian,Hernandez,PHI,Hernandez,Cristhian,M,52500.0,54375.0
2545,Servando Carrasco,LA,M,9.0,2.0,235.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,Servando,Carrasco,SEA,Carrasco,Servando,M,44100.0,44100.0
2546,Freddie Braun ,POR,M,3.0,0.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Freddie,Braun ,,,,,,
2547,Alex Dixon,ROC,M,4.0,1.0,114.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Alex,Dixon,HOU,Dixon,Alex,M,47250.0,52250.0
2548,Korede Aiyegbusi,KC ,D,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Korede,Aiyegbusi,,,,,,
2549,Michael Nanchoff,VAN,M,9.0,1.0,145.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,Michael,Nanchoff,VAN,Nanchoff,Michael,M,66000.0,101000.0
2550,Bobby Warshaw,DAL,D,6.0,2.0,298.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Bobby,Warshaw,DAL,Warshaw,Bobby,D,46200.0,57450.0
2551,Efrain Burgos,SLV,M,2.0,0.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Efrain,Burgos,TOR,Burgos,Efrain,M,33750.0,33750.0
2552,Tyler Ruthven,NY ,D,5.0,4.0,379.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,Tyler,Ruthven,NY,Ruthven,Tyler,D,33750.0,33750.0
2553,Chandler Hoffman,PHI,F,7.0,2.0,204.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Chandler,Hoffman,PHI,Hoffman,Chandler,F,65000.0,91000.0
2554,Adrian Cann,TOR,D,10.0,8.0,735.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,Adrian,Cann,TFC,Cann,Adrian,D,126000.0,134750.0
2555,Adrian Cann,TOR,D,10.0,8.0,735.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,Adrian,Cann,TOR,Cann,Adrian,D,126000.0,134750.0
2556,Leonardo González,SEA,D,19.0,15.0,1377.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,3.0,0.0,0.0,0.0,Leonardo,González,,,,,,
2557,Roger Levesque,SEA,M,4.0,2.0,183.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Roger,Levesque,SEA,Levesque,Roger,F,47500.0,47500.0
2558,Steve Purdy,POR,D,3.0,3.0,188.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Steve,Purdy,POR,Purdy,Steve,D,44000.0,44000.0
2559,Ty Harden,TOR,D,5.0,5.0,379.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Ty,Harden,TFC,Harden,Ty,D,90000.0,98666.67
2560,Ty Harden,TOR,D,5.0,5.0,379.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Ty,Harden,TOR,Harden,Ty,D,90000.0,98666.67
2561,Mike Chabala,DC ,D,12.0,8.0,800.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,Mike,Chabala,,,,,,
2562,Andy O'Brien,VAN,D,8.0,7.0,660.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,50.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,Andy,O'Brien,VAN,O'Brien,Andy,D,150000.0,192250.0
2563,Cory Gibbs,CHI,D,3.0,3.0,270.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,Cory,Gibbs,CHI,Gibbs,Cory,D,165000.0,165000.0
2564,Carlos Mendes,CLB,D,12.0,12.0,949.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,2.0,0.0,0.0,0.0,Carlos,Mendes,CLB,Mendes,Carlos,D,103084.0,106209.0
2565,Ante Jazic,CHV,D,27.0,27.0,2379.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,Ante,Jazic,CHV,Jazic,Ante,D,117500.0,117500.0
2566,Sercan Güvenisik,SJ ,F,5.0,1.0,87.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,Sercan,Güvenisik,,,,,,
2567,Danny O'Rourke,CLB,D,21.0,18.0,1603.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,5.0,0.0,0.0,0.0,Danny,O'Rourke,CLB,O'Rourke,Danny,D,133100.0,145600.0
2568,Nathan Sturgis,HOU,M,5.0,4.0,332.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,Nathan,Sturgis,HOU,Sturgis,Nathan,D-M,89250.0,93500.0
2569,Juan Toja,NE ,M,5.0,0.0,148.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,7.0,10.0,0.0,1.0,0.0,0.0,0.0,Juan,Toja,NE,Toja,Juan,M-F,180000.0,200000.0
2570,Victor Palsson,NY ,M,16.0,4.0,463.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0,1.0,0.0,0.0,Victor,Palsson,NY,Palsson,Victor,M,80000.0,95000.0
2571,Kevan George,CLB,M,7.0,4.0,427.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,Kevan,George,CLB,George,Kevan,M,33750.0,33750.0
2572,Calum Mallace,LFC,M,4.0,4.0,289.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Calum,Mallace,MTL,Mallace,Calum,M,44000.0,59000.0
2573,John Valencia,CHV,D,14.0,14.0,1219.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,17.0,11.0,0.0,5.0,0.0,0.0,0.0,John,Valencia,CHV,Valencia,John,D,50000.0,50000.0
2574,Ben Speas,CLB,M-F,1.0,1.0,64.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben,Speas,CLB,Speas,Ben,F,58000.0,58000.0
2575,Kyle Nakazawa,LA ,M,5.0,2.0,193.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle,Nakazawa,LA,Nakazawa,Kyle,M,51150.0,51150.0
2576,James Marcelin,DAL,M,19.0,6.0,678.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,66.7,10.0,5.0,0.0,1.0,0.0,0.0,0.0,James,Marcelin,DAL,Marcelin,James,M,44000.0,44000.04
2577,Bryan Leyva,DAL,M,8.0,6.0,433.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,2.0,7.0,0.0,0.0,0.0,0.0,0.0,Bryan,Leyva,DAL,Leyva,Bryan,M,60000.0,75833.33
2578,Orr Barouch,CHI,F,9.0,1.0,224.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,25.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,Orr,Barouch,CHI,Barouch,Orr,F,44000.0,44000.0
2579,Emiliano Dudar,DC ,D,11.0,10.0,898.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,25.0,10.0,2.0,1.0,3.0,1.0,0.0,0.0,Emiliano,Dudar,DC,Dudar,Emiliano,D,225000.0,238333.33
2580,Mike Fucito,MTL,F,13.0,3.0,424.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,Mike,Fucito,,,,,,
2581,Abdoulie Mansally,NE ,D,5.0,4.0,364.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,Abdoulie,Mansally,,,,,,
2582,Julius James,CLB,D,12.0,7.0,714.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,8.0,11.0,1.0,2.0,0.0,0.0,0.0,Julius,James,CLB,James,Julius,D,100000.0,100000.0
2583,Mamadou Danso,POR,D,10.0,9.0,853.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,40.0,5.0,9.0,0.0,2.0,0.0,0.0,0.0,Mamadou,Danso,,,,,,
2584,Aaron Maund,VAN,D,15.0,9.0,947.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,20.0,13.0,7.0,0.0,2.0,0.0,0.0,0.0,Aaron,Maund,TOR,Maund,Aaron,D,44000.0,59000.0
2585,Kwame Watson-Siriboe,CHI,D,12.0,10.0,918.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,20.0,15.0,5.0,0.0,3.0,0.0,0.0,0.0,Kwame,Watson-Siriboe,CHI,Watson-Siriboe,Kwame,D,48400.0,48400.0
2586,Kwame Watson-Siriboe,CHI,D,12.0,10.0,918.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,20.0,15.0,5.0,0.0,3.0,0.0,0.0,0.0,Kwame,Watson-Siriboe,RSL,Watson-Siriboe,Kwame,D,48400.0,48400.0
2587,Ethan Finlay,MIN,M,15.0,3.0,426.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,60.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,Ethan,Finlay,CLB,Finlay,Ethan,F,44000.0,59000.0
2588,Brent Richards,POR,F,6.0,2.0,201.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Brent,Richards,POR,Richards,Brent,F,62500.0,70867.29
2589,Rafael Robayo,CHI,M,16.0,3.0,439.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,Rafael,Robayo,CHI,Robayo,Rafael,M,100000.0,132500.0
2590,Jun Marques Davidson,VAN,M,24.0,24.0,2115.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,36.0,16.0,0.0,7.0,0.0,0.0,0.0,Jun,Marques Davidson,VAN,Davidson,Jun Marques,M,67500.0,71136.67
2591,Michael Thomas,KC ,M,7.0,3.0,344.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,16.7,6.0,2.0,0.0,1.0,0.0,0.0,0.0,Michael,Thomas,KC,Thomas,Michael,M,55000.0,57963.21
2592,Josh Gardner,MTL,M,6.0,5.0,451.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,Josh,Gardner,,,,,,
2593,Kai Herdling,PHI,M-F,4.0,3.0,212.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,Kai,Herdling,PHI,Herdling,Kai,M,94002.0,94002.0
2594,Giles Barnes,HOU,M,4.0,1.0,149.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,16.7,2.0,3.0,0.0,0.0,0.0,0.0,0.0,Giles,Barnes,HOU,Barnes,Giles,M,120000.0,132750.0
2595,Edu,COL,F,9.0,3.0,330.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,42.9,3.0,11.0,2.0,0.0,0.0,0.0,0.0,Edu,,,,,,,
2596,Miguel Montaño,MTL,F,3.0,1.0,115.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,14.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Miguel,Montaño,,,,,,
2597,Lawrence Olum,POR,D,21.0,10.0,908.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,3.0,0.0,0.0,0.0,Lawrence,Olum,KC,Olum,Lawrence,M/D,44100.0,44100.0
2598,Sebastian Velasquez,RSL,M,9.0,5.0,403.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,14.3,5.0,11.0,0.0,0.0,0.0,0.0,0.0,Sebastian,Velasquez,,,,,,
2599,Yordany Álvarez,RSL,M,15.0,5.0,500.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,Yordany,Álvarez,,,,,,
2600,Matt Watson,VAN,M,15.0,10.0,969.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,12.5,9.0,22.0,0.0,1.0,0.0,0.0,0.0,Matt,Watson,VAN,Watson,Matt,M,65000.0,68501.98
2601,Jorge Perlaza,PHI,F,12.0,7.0,562.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,25.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,Jorge,Perlaza,PHI,Perlaza,Jorge,F,100000.0,115000.0
2602,Jorge Perlaza,PHI,F,12.0,7.0,562.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,25.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,Jorge,Perlaza,POR,Perlaza,Jorge,F,100000.0,115000.0
2603,Ike Opara,SKC,D,16.0,7.0,763.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,25.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,Ike,Opara,SJ,Opara,Ike,D,100000.0,185900.0
2604,Hendry Thomas,COL,M,8.0,8.0,695.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,1.0,0.0,0.0,0.0,Hendry,Thomas,COL,Thomas,Hendry,M,187800.0,197800.0
2605,Michael Lahoud,CHV,M,24.0,19.0,1601.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,0.0,22.0,17.0,1.0,4.0,0.0,0.0,0.0,Michael,Lahoud,PHI,Lahoud,Michael,M,75196.0,84571.0
2606,Cam Weaver,HOU,F,9.0,2.0,253.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,44.4,6.0,4.0,4.0,1.0,0.0,0.0,0.0,Cam,Weaver,HOU,Weaver,Cam,F,98175.0,106425.0
2607,Diego Chara,POR,M,28.0,28.0,2473.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,22.2,72.0,38.0,3.0,10.0,1.0,0.0,0.0,Diego,Chara,POR,Chara,Diego,M,150000.0,193750.0
2608,Logan Emory,TOR,D,23.0,19.0,1621.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,22.2,27.0,9.0,0.0,1.0,2.0,0.0,0.0,Logan,Emory,TOR,Emory,Logan,D,44000.0,44000.0
2609,Daniel Hernandez,DAL,M,28.0,22.0,1938.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,16.7,38.0,24.0,0.0,4.0,2.0,0.0,0.0,Daniel,Hernandez,DAL,Hernandez,Daniel,M-D,75000.0,75000.0
2610,George John,DAL,D,23.0,19.0,1756.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,25.0,25.0,21.0,0.0,4.0,0.0,0.0,0.0,George,John,DAL,John,George,D,47250.0,47250.0
2611,Matteo Ferrari,MTL,D,25.0,23.0,2029.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,26.0,11.0,2.0,3.0,0.0,0.0,0.0,Matteo,Ferrari,MTL,Ferrari,Matteo,D,130000.0,185475.0
2612,David Júnior Lopes,CHV,D,17.0,16.0,1407.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,21.4,24.0,19.0,2.0,4.0,1.0,0.0,0.0,David,Júnior Lopes,,,,,,
2613,Lovel Palmer,POR,D,19.0,15.0,1331.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,13.3,12.0,5.0,0.0,4.0,1.0,0.0,0.0,Lovel,Palmer,POR,Palmer,Lovel,M,85000.0,96250.0
2614,Je-Vaughn Watson,HOU,D,19.0,13.0,1096.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,33.3,16.0,14.0,0.0,1.0,0.0,0.0,0.0,Je-Vaughn,Watson,HOU,Watson,Je-Vaughn,M,95000.0,111875.0
2615,Joao Plata,RSL,F,10.0,7.0,638.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,10.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,Joao,Plata,TFC,Plata,Joao,F,50000.0,50000.0
2616,Joao Plata,RSL,F,10.0,7.0,638.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,2012,REG,0.0,0.0,0.0,0.0,10.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,Joao,Plata,TOR,Plata,Joao,F,50000.0,50000.0
2617,Camilo Sanvezzo,VAN,F,32.0,27.0,2418.0,22.0,6.0,123.0,55.0,5.0,14.0,8.0,0.82,17.9,2013,REG,2.0,3.0,3.0,0.22,44.7,51.0,43.0,17.0,5.0,0.0,5.0,5.0,Camilo,Sanvezzo,VAN,Sanvezzo,Camilo,F,210000.0,247500.0
2618,Mike Magee,CHI,M,32.0,32.0,2793.0,21.0,4.0,114.0,50.0,6.0,13.0,8.0,0.68,18.4,2013,REG,2.0,2.0,2.0,0.13,43.9,31.0,41.0,8.0,4.0,0.0,4.0,5.0,Mike,Magee,CHI,Magee,Mike,F,185000.0,191666.67
2619,Mike Magee,CHI,M,32.0,32.0,2793.0,21.0,4.0,114.0,50.0,6.0,13.0,8.0,0.68,18.4,2013,REG,2.0,2.0,2.0,0.13,43.9,31.0,41.0,8.0,4.0,0.0,4.0,5.0,Mike,Magee,LA,Magee,Mike,F,185000.0,191666.67
