,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,Year,Season,GWA,HmA,RdA,A/90min,SOG%,FC,FS,OFF,YC,RC,Club_Dup,Last Name,First Name,POS_Dup,Base Salary,Guaranteed Compensation,Date
3915,Carlos Rivas,NY,M,27,13,1372,0,4,63,16,0,0/1,0,0,0.00,0.0,2015,REG,1,1,3,0.26,25.4,32,32,17,6,0,ORL,Rivas,Carlos,M,"$60,000","$60,000.00",2015-09-15
3916,Matt Besler,SKC,D,32,32,2830,0,3,0,0,0,0/0,0,0,0.00,0.0,2015,REG,2,1,2,0.10,0.0,28,13,0,5,1,KC,Besler,Matt,D,"$650,000","$683,250.00",2015-09-15
3917,Corey Ashe,HOU,M,9,8,665,0,3,2,1,0,0/0,0,0,0.00,0.0,2015,REG,1,3,0,0.41,50.0,2,10,4,0,0,ORL,Ashe,Corey,M,"$180,000","$189,750.00",2015-09-15
3918,Wil Trapp,CLB,M,19,17,1532,0,3,8,1,0,0/0,0,0,0.00,0.0,2015,REG,0,2,1,0.18,12.5,16,13,0,0,0,CLB,Trapp,Wil,M,"$137,500","$164,500.00",2015-09-15
3919,Davy Arnaud,DC ,M,23,21,1915,0,3,12,2,0,0/0,0,0,0.00,0.0,2015,REG,3,3,0,0.14,16.7,37,48,0,8,0,DC,Arnaud,Davy,M,"$212,500","$212,500.00",2015-09-15
3920,Andy Rose,SEA,M,25,17,1612,0,3,17,7,0,0/0,0,0,0.00,0.0,2015,REG,0,2,1,0.17,41.2,14,13,2,4,0,SEA,Rose,Andy,M,"$60,000","$60,000.00",2015-09-15
3921,Alexander Lopez,HON,M,16,12,947,0,3,18,3,0,0/0,0,0,0.00,0.0,2015,REG,2,1,2,0.29,16.7,10,7,0,1,0,HOU,Lopez,Alexander,M,"$115,500","$135,500.00",2015-09-15
3922,Calum Mallace,LFC,M,26,21,1808,0,3,19,4,0,0/0,0,0,0.00,0.0,2015,REG,1,2,1,0.15,21.1,22,11,0,3,0,MTL,Mallace,Calum,M,"$60,000","$75,000.00",2015-09-15
3923,Ashtone Morgan,TOR,D,19,17,1554,0,2,1,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,2,0.12,0.0,13,17,1,2,0,TOR,Morgan,Ashtone,D,"$100,000","$112,000.00",2015-09-15
3924,Tyson Wahl,CLB,D,18,14,1413,0,2,2,1,0,0/0,0,0,0.00,0.0,2015,REG,0,1,1,0.13,50.0,9,10,0,1,0,CLB,Wahl,Tyson,D,"$95,000","$99,666.67",2015-09-15
3925,Mike Magee,CHI,M,12,3,360,0,2,3,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,2,0.50,0.0,6,7,1,0,0,CHI,Magee,Mike,F,"$400,000","$467,500.00",2015-09-15
3926,Soni Mustivar,KC ,M,25,20,1838,0,2,3,1,0,0/0,0,0,0.00,0.0,2015,REG,1,2,0,0.10,33.3,31,23,0,5,0,KC,Mustivar,Soni,M,"$250,000","$250,000.00",2015-09-15
3927,Harrison Afful,CLB,D,9,9,760,0,2,3,1,0,0/0,0,0,0.00,0.0,2015,REG,1,0,2,0.24,33.3,9,11,3,0,0,CLB,Afful,Harrison,D,"$150,000","$150,000.00",2015-09-15
3928,Erik Friberg,SEA,M,13,11,949,0,2,3,1,0,0/0,0,0,0.00,0.0,2015,REG,0,1,1,0.19,33.3,21,10,0,3,0,SEA,Friberg,Erik,M,"$180,000","$202,500.00",2015-09-15
3929,Moises Hernandez,DAL,D,14,11,968,0,2,3,2,0,0/0,0,0,0.00,0.0,2015,REG,1,2,0,0.19,66.7,16,6,2,2,0,DAL,Hernandez,Moises,D,"$60,000","$61,625.00",2015-09-15
3930,London Woodberry,NE ,D,18,18,1498,0,2,3,1,0,0/0,0,0,0.00,0.0,2015,REG,0,2,0,0.12,33.3,32,9,0,6,0,NE,Woodberry,London,D,"$60,000","$60,000.00",2015-09-15
3931,RJ Allen,OCS,D,14,13,1054,0,2,4,1,0,0/0,0,0,0.00,0.0,2015,REG,1,1,1,0.17,25.0,19,10,0,5,1,NYCFC,Allen,RJ,D,"$60,000","$60,000.00",2015-09-15
3932,Nigel Reo-Coker,MTL,M,28,20,1873,0,2,4,3,0,0/0,0,0,0.00,0.0,2015,REG,0,2,0,0.10,75.0,39,15,0,5,0,MTL,Reo-Coker,Nigel,D-M,"$275,000","$275,000.00",2015-09-15
3933,Marvell Wynne,SJ ,D,33,32,2762,0,2,5,1,0,0/0,0,0,0.00,0.0,2015,REG,0,0,2,0.07,20.0,22,17,0,1,0,SJ,Wynne,Marvell,D,"$190,000","$200,625.00",2015-09-15
3934,Tony Beltran,RSL,D,31,31,2774,0,2,6,4,0,0/0,0,0,0.00,0.0,2015,REG,0,1,1,0.06,66.7,32,24,2,7,0,,,,,,,
3935,Daigo Kobayashi,NE ,M,21,11,1123,0,2,7,1,0,0/0,0,0,0.00,0.0,2015,REG,1,2,0,0.16,14.3,10,14,0,0,0,NE,Kobayashi,Daigo,M,"$135,000","$146,666.67",2015-09-15
3936,Chris Korb,DC ,D,18,17,1445,0,2,8,1,0,0/0,0,0,0.00,0.0,2015,REG,1,2,0,0.12,12.5,13,7,0,1,0,DC,Korb,Chris,D,"$99,000","$106,479.83",2015-09-15
3937,Sean St. Ledger,COL,D,27,26,2261,0,2,8,2,0,0/0,0,0,0.00,0.0,2015,REG,1,2,0,0.08,25.0,31,37,0,1,0,COL,St. Ledger,Sean,D,"$124,992","$147,492.00",2015-09-15
3938,Rafael Ramos,CHI,D,25,24,1998,0,2,8,3,0,0/0,0,0,0.00,0.0,2015,REG,1,2,0,0.09,37.5,20,12,2,5,2,ORL,Ramos,Rafael,D,"$50,000","$50,000.00",2015-09-15
3939,Chance Myers,POR,D,13,10,840,0,2,9,2,0,0/0,0,0,0.00,0.0,2015,REG,1,2,0,0.21,22.2,15,5,2,2,0,KC,Myers,Chance,D-M,"$170,000","$195,000.00",2015-09-15
3940,Servando Carrasco,LA,M,21,16,1408,0,2,10,1,0,0/0,0,0,0.00,0.0,2015,REG,0,1,1,0.13,10.0,20,2,0,3,0,ORL,Carrasco,Servando,M,"$80,750","$85,375.00",2015-09-15
3941,David Horst,RSL,D,32,28,2603,0,2,13,2,0,0/0,0,0,0.00,0.0,2015,REG,0,0,2,0.07,15.4,36,30,1,3,0,HOU,Horst,David,D,"$78,750","$81,500.00",2015-09-15
3942,Charles Eloundou,COL,F,11,3,341,0,2,15,2,0,0/0,0,0,0.00,0.0,2015,REG,0,2,0,0.53,13.3,2,3,5,0,0,COL,Eloundou,Charles,F,"$60,000","$65,000.00",2015-09-15
3943,Sal Zizzo,NYR,D,22,10,1032,0,2,16,3,0,0/1,0,0,0.00,0.0,2015,REG,0,0,2,0.17,18.8,9,6,1,1,0,NY,Zizzo,Sal,F,"$80,850","$94,895.71",2015-09-15
3944,Luis Solignac,CHI,F,15,14,1232,0,2,26,10,0,0/0,0,0,0.00,0.0,2015,REG,0,2,0,0.15,38.5,22,22,16,0,0,COL,Solignac,Luis,F,"$65,004","$65,004.00",2015-09-15
3945,Marius Obekop,NYR,M,1,0,4,0,1,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,22.50,0.0,0,0,0,0,0,NY,Obekop,Marius,M,"$50,000","$50,000.00",2015-09-15
3946,Patrick Doody,CHI,D,7,6,558,0,1,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.16,0.0,2,6,0,1,0,CHI,Doody,Patrick,D,"$50,000","$50,000.00",2015-09-15
3947,Bright Dike,TOR,F,2,0,20,0,1,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,4.50,0.0,0,0,0,0,0,,Dike,Bright,F,"$60,638","$64,388.00",2015-09-15
3948,David Mateos,OCS,D,6,6,540,0,1,1,1,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.17,100.0,4,5,0,0,0,ORL,Mateos,David,D,"$300,000","$325,000.00",2015-09-15
3949,Darrius Barnes,NE ,D,5,4,391,0,1,1,0,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.23,0.0,2,1,0,0,0,NE,Barnes,Darrius,D,"$95,000","$101,666.67",2015-09-15
3950,Kevan George,CLB,M,6,2,278,0,1,1,0,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.32,0.0,7,6,0,3,0,CLB,George,Kevan,M,"$60,000","$60,000.00",2015-09-15
3951,Raymon Gaddis,PHI,D,28,27,2399,0,1,2,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.04,0.0,15,22,1,3,0,PHI,Gaddis,Raymon,D,"$130,000","$132,500.00",2015-09-15
3952,Nick Hagglund,TOR,D,12,8,787,0,1,2,1,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.11,50.0,9,5,1,4,0,TOR,Hagglund,Nick,D,"$60,000","$60,000.00",2015-09-15
3953,Rasheed Olabiyi,HOU,M,7,4,283,0,1,2,0,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.32,0.0,10,1,0,0,0,HOU,Olabiyi,Rasheed,M,"$60,000","$60,000.00",2015-09-15
3954,Daniel Lovitz,MTL,M,11,3,350,0,1,2,1,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.26,50.0,2,6,0,0,0,TOR,Lovitz,Daniel,M,"$60,000","$60,000.00",2015-09-15
3955,Michael Harrington,COL,D,14,14,1260,0,1,2,1,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.07,50.0,10,7,1,2,0,COL,Harrington,Michael,M-D,"$130,000","$130,000.00",2015-09-15
3956,Román Torres,SEA,D,4,4,314,0,1,2,2,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.29,100.0,4,4,0,0,0,,,,,,,
3957,Jermaine Taylor,HOU,D,16,16,1427,0,1,3,0,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.06,0.0,18,8,0,3,1,HOU,Taylor,Jermaine,D,"$203,500","$213,000.00",2015-09-15
3958,Andoni Iraola,NYC,D,9,8,759,0,1,3,0,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.12,0.0,8,7,0,2,0,NYCFC,Iraola,Andoni,D,"$200,004","$200,004.00",2015-09-15
3959,Michael Parkhurst,ATL,D,33,33,2895,0,1,3,0,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.03,0.0,15,15,0,2,1,CLB,Parkhurst,Michael,D,"$275,000","$300,000.00",2015-09-15
3960,Zach Loyd,DAL,D,28,28,2396,0,1,3,1,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.04,33.3,30,28,0,2,1,DAL,Loyd,Zach,M,"$175,000","$196,666.67",2015-09-15
3961,Chad Barson,CLB,D,10,4,456,0,1,3,3,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.20,100.0,8,1,0,2,0,CLB,Barson,Chad,D,"$60,000","$60,000.00",2015-09-15
3962,Amobi Okugo,KC ,D-M,18,10,920,0,1,4,1,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.10,25.0,11,6,0,6,0,KC,Okugo,Amobi,M,"$275,000","$300,000.00",2015-09-15
3963,Kofi Sarkodie,HOU,D,16,15,1304,0,1,4,1,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.07,25.0,21,10,1,4,1,HOU,Sarkodie,Kofi,D,"$190,000","$235,500.00",2015-09-15
3964,A.J. DeLaGarza,HOU,D,24,22,1963,0,1,4,0,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.05,0.0,11,11,0,4,0,,,,,,,
3965,Facundo Coria,DC ,M,7,1,131,0,1,4,2,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.69,50.0,4,7,0,1,0,DC,Coria,Facundo,M,"$60,000","$70,375.00",2015-09-15
3966,Emanuel Pogatetz,CLB,D,19,16,1476,0,1,4,1,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.06,25.0,12,16,0,3,0,CLB,Pogatetz,Emanuel,D,"$250,000","$262,500.00",2015-09-15
3967,Patrice Bernier,MTL,M,20,6,673,0,1,5,0,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.13,0.0,16,5,0,2,1,MTL,Bernier,Patrice,F-M,"$90,000","$135,000.00",2015-09-15
3968,Ishmael Yartey,POR,M,5,3,227,0,1,5,2,0,0/0,0,0,0.00,0.0,2015,REG,1,0,1,0.40,40.0,6,0,0,0,0,,,,,,,
3969,Connor Lade,NY,D,18,16,1433,0,1,5,1,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.06,20.0,20,15,0,6,0,NY,Lade,Connor,D,"$60,638","$64,891.01",2015-09-15
3970,Amadou Dia,KC ,D,22,13,1317,0,1,5,3,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.07,60.0,26,16,3,2,0,KC,Dia,Amadou,D,"$50,000","$50,000.00",2015-09-15
3971,Saad Abdul-Salaam,NYC,D,22,10,1074,0,1,5,3,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.08,60.0,13,16,1,1,0,KC,Abdul-Salaam,Saad,D,"$60,000","$73,750.00",2015-09-15
3972,Erick Torres,HOU,F,11,3,339,0,1,6,1,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.27,16.7,6,11,5,1,0,HOU,Torres,Erick,F,"$350,000","$425,000.00",2015-09-15
3973,Sean Davis,NY,M,14,4,431,0,1,6,1,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.21,16.7,9,12,0,0,0,NY,Davis,Sean,M,"$80,000","$97,500.00",2015-09-15
3974,Russell Teibert,VAN,M,23,15,1346,0,1,6,1,0,0/0,0,0,0.00,0.0,2015,REG,1,0,1,0.07,16.7,28,4,1,3,0,VAN,Teibert,Russell,M,"$100,000","$167,500.00",2015-09-15
3975,Michael Farfan,DC ,M,17,7,660,0,1,6,1,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.14,16.7,19,10,0,1,0,DC,Farfan,Michael,M,"$120,000","$120,000.00",2015-09-15
3976,Shaun Francis,SJ ,D,23,18,1654,0,1,7,3,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.05,42.9,32,6,3,3,0,SJ,Francis,Shaun,D,"$60,000","$62,940.32",2015-09-15
3977,Jordan Harvey,LFC,D,26,25,2250,0,1,7,3,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.04,42.9,18,18,1,4,1,VAN,Harvey,Jordan,D,"$150,000","$150,000.00",2015-09-15
3978,Lovel Palmer,CHI,D,22,20,1797,0,1,7,0,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.05,0.0,19,11,3,2,0,CHI,Palmer,Lovel,M,"$118,000","$125,500.00",2015-09-15
3979,Connor Hallisey,KC ,F,13,6,516,0,1,8,3,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.17,37.5,3,1,2,0,0,KC,Hallisey,Connor,M,"$60,000","$73,750.00",2015-09-15
3980,Matt Watson,CHI,M,13,8,674,0,1,9,2,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.13,22.2,12,6,0,1,1,CHI,Watson,Matt,M,"$80,620","$91,689.16",2015-09-15
3981,George Fochive,POR,M,11,8,684,0,1,9,1,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.13,11.1,22,14,0,2,0,POR,Fochive,George,M,"$50,000","$50,000.00",2015-09-15
3982,Jordan Stewart,SJ ,D-M,14,13,1130,0,1,9,0,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.08,0.0,23,16,1,3,0,SJ,Stewart,Jordan,M-D,"$150,000","$150,000.00",2015-09-15
3983,Víctor Bernárdez,SJ ,D,29,29,2508,0,1,11,0,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.04,0.0,36,16,1,6,1,,,,,,,
3984,Jeb Brovsky,NYC,D,15,12,1132,0,1,11,1,0,0/0,0,0,0.00,0.0,2015,REG,1,0,1,0.08,9.1,14,7,0,2,0,NYCFC,Brovsky,Jeb,M,"$122,500","$129,125.00",2015-09-15
3985,Liam Ridgewell,POR,D,32,32,2868,0,1,12,2,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.03,16.7,19,25,2,6,1,POR,Ridgewell,Liam,D,"$1,000,000","$1,150,000.00",2015-09-15
3986,Cristian Roldan,SEA,M,22,11,1114,0,1,12,4,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.08,33.3,13,14,3,1,0,SEA,Roldan,Cristian,M,"$80,000","$102,000.00",2015-09-15
3987,Mohammed Saeid,CLB,M,25,18,1590,0,1,13,0,0,0/0,0,0,0.00,0.0,2015,REG,1,1,0,0.06,0.0,26,20,0,5,1,CLB,Saeid,Mohammed,M,"$100,000","$110,000.00",2015-09-15
3988,Kevin Molino,MIN,M,7,7,605,0,1,14,4,0,0/0,0,0,0.00,0.0,2015,REG,1,0,1,0.15,28.6,4,22,0,3,0,ORL,Molino,Kevin,M,"$100,000","$111,400.00",2015-09-15
3989,Lewis Neal,ORL,M,21,18,1509,0,1,15,4,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.06,26.7,7,11,1,0,0,ORL,Neal,Lewis,M,"$112,500","$119,103.28",2015-09-15
3990,Alvas Powell,POR,D,31,31,2726,0,1,18,4,0,0/0,0,0,0.00,0.0,2015,REG,0,1,0,0.03,22.2,30,40,2,7,0,POR,Powell,Alvas,D,"$60,000","$68,700.00",2015-09-15
3991,Eric Gehrig,CHI,D,25,25,2214,0,1,19,5,0,0/0,0,0,0.00,0.0,2015,REG,0,0,1,0.04,26.3,22,14,0,5,0,CHI,Gehrig,Eric,M,"$95,000","$100,833.33",2015-09-15
3992,Jack McBean,COL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
3993,Danny Mwanga,ORL,F,4,1,110,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,2,1,1,0,0,ORL,Mwanga,Danny,F,"$75,000","$82,500.00",2015-09-15
3994,Chris Schuler,RSL,D,5,5,450,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,6,4,0,1,0,RSL,Schuler,Chris,D,"$165,000","$182,000.00",2015-09-15
3995,Leandro Barrera,SJ ,M,6,1,139,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,3,2,0,0,0,SJ,Barrera,Leandro,F,"$60,000","$60,000.00",2015-09-15
3996,Ben Zemanski,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,POR,Zemanski,Ben,M,"$81,033","$83,533.00",2015-09-15
3997,Steven Lenhart,SJ ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,SJ,Lenhart,Steven,F,"$150,000","$159,083.33",2015-09-15
3998,Adrian Lopez,MTL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
3999,Danny Cruz,PHI,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Cruz,Danny,M,"$125,000","$131,666.67",2015-09-15
4000,Brandon Barklage,SJ ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4001,Victor Perez,CHI,M,1,0,2,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,1,0,0,0,0,,,,,,,
4002,Jeremy Hall,NE ,D-M,12,11,998,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,15,10,0,2,0,NE,Hall,Jeremy,D,"$70,000","$70,000.00",2015-09-15
4003,Mike Fucito,SJ ,F,2,0,7,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,2,0,0,,,,,,,
4004,Steven Caldwell,TOR,D,2,2,135,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,1,1,0,0,0,,,,,,,
4005,Peguy Luyindula,NYR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4006,Eddie Johnson,DC ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4007,Todd Dunivant,LA ,D,3,1,68,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,2,0,0,0,0,LA,Dunivant,Todd,D,"$185,000","$205,750.00",2015-09-15
4008,Stephen Keel,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Keel,Stephen,D,"$60,000","$60,000.00",2015-09-15
4009,Andre Lewis,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,VAN,Lewis,Andre,M,"$60,000","$75,000.00",2015-09-15
4010,Michael Bustamante,NYR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4011,Leo Fernandes,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Fernandes,Leo,M,"$60,000","$60,000.00",2015-09-15
4012,Michael Seaton,DC ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,POR,Seaton,Michael,F,"$60,000","$63,000.00",2015-09-15
4013,Andres Correa,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,SEA,Correa,Andres,D,"$60,000","$68,166.67",2015-09-15
4014,Deshorn Brown,COL,F,1,0,2,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4015,Greg Cochrane,CHI,D,4,4,334,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,2,1,0,0,0,CHI,Cochrane,Greg,D,"$60,000","$60,000.00",2015-09-15
4016,Blake Smith,MTL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4017,Charlie Rugg,LA ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,LA,Rugg,Charlie,F,"$60,000","$60,000.00",2015-09-15
4018,Donnie Smith,NE ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,NE,Smith,Donnie,M,"$60,000","$60,000.00",2015-09-15
4019,Collin Martin,MIN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Martin,Collin,M,"$70,000","$84,166.67",2015-09-15
4020,Leo Stolz,NYR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,NY,Stolz,Leo,M,"$70,000","$86,250.00",2015-09-15
4021,Jalen Robinson,DC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Robinson,Jalen,D,"$70,000","$82,000.00",2015-09-15
4022,Schillo Tshuma,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,Tshuma,Schillo,F,"$85,000","$123,000.00",2015-09-15
4023,Boyd Okwuonu,RSL,D,3,1,118,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,RSL,Okwuonu,Boyd,D,"$60,000","$80,000.00",2015-09-15
4024,Danny Garcia,DAL,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Garcia,Danny,M,"$70,000","$86,000.00",2015-09-15
4025,Jordan Hamilton,TOR,F,2,0,13,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,1,0,0,TOR,Hamilton,Jordan,F,"$63,000","$75,500.00",2015-09-15
4026,Eric Bird,HOU,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Bird,Eric,M,"$60,000","$60,000.00",2015-09-15
4027,Tyler Rudy,NE ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,NE,Rudy,Tyler,M,"$50,000","$50,000.00",2015-09-15
4028,Shane O'Neill,COL,D,4,3,286,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,5,0,0,0,0,,,,,,,
4029,Mark Bloom,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,TOR,Bloom,Mark,D,"$90,000","$97,348.89",2015-09-15
4030,Andrew Jean-Baptiste,NYR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4031,Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,VAN,Clarke,Caleb,F,"$60,000","$60,000.00",2015-09-15
4032,Matt Dunn,NYC,M,1,0,52,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,2,0,0,0,,,,,,,
4033,Tony Cascio,ORL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,ORL,Cascio,Tony,M,"$78,529","$112,279.00",2015-09-15
4034,Chandler Hoffman,HOU,F,5,0,30,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,1,0,0,HOU,Hoffman,Chandler,F,"$60,000","$60,000.00",2015-09-15
4035,Antoine Hoppenot,PHI,F,1,0,4,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Hoppenot,Antoine,F,"$60,000","$60,000.00",2015-09-15
4036,Tommy Meyer,LA ,D,6,4,371,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,3,1,1,0,0,LA,Meyer,Tommy,D,"$60,000","$73,750.00",2015-09-15
4037,Jimmy McLaughlin,PHI,M,1,0,1,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4038,Ruben Bover,NYR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4039,Shay Facey,NYC,D,23,20,1818,0,0,0,0,0,0/0,0,0,0.00,0.0,2015,REG,0,0,0,0.00,0.0,28,9,0,6,1,NYCFC,Facey,Shay,D,"$120,000","$120,000.00",2015-09-15
