,Player,Club,POS,GP,GS,MINS,G,A,SHTS_FP,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG_FP,PKA_FP,Last Name,First Name,Base Salary,Guaranteed Compensation,Date,SHTS_GK,SV,GA,GAA,W,L,T,ShO,Wpct,SvPct,PKG_GK,PKA_GK
2720,Maxim Tissot,MTL,D,20.0,7.0,762.0,2.0,0.0,10.0,4.0,0.0,1.0,1.0,0.24,20.0,2014,REG,0.0,0.0,0.0,0.0,40.0,7.0,13.0,4.0,2.0,0.0,0.0,0.0,Tissot,Maxim,48500.0,48500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721,Pedro Ribeiro,PHI,M-F,9.0,3.0,351.0,2.0,0.0,11.0,3.0,1.0,2.0,0.0,0.51,18.2,2014,REG,0.0,0.0,0.0,0.0,27.3,6.0,5.0,2.0,0.0,0.0,0.0,0.0,Ribeiro,Pedro,36504.0,36504.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2722,Nicolas Mezquida,VAN,M-F,14.0,4.0,418.0,2.0,0.0,11.0,5.0,0.0,0.0,2.0,0.43,18.2,2014,REG,0.0,0.0,0.0,0.0,45.5,11.0,6.0,1.0,0.0,0.0,0.0,0.0,Mezquida,Nicolas,65000.0,65000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,Claudio Bieler,KC,F,13.0,4.0,421.0,2.0,0.0,12.0,3.0,0.0,1.0,1.0,0.43,16.7,2014,REG,0.0,0.0,0.0,0.0,25.0,9.0,7.0,4.0,1.0,0.0,0.0,0.0,Bieler,Claudio,225000.0,225000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,Kendall Waston,VAN,D,10.0,9.0,821.0,2.0,0.0,12.0,2.0,1.0,2.0,0.0,0.22,16.7,2014,REG,0.0,0.0,0.0,0.0,16.7,18.0,9.0,0.0,5.0,0.0,0.0,0.0,Waston,Kendall,199992.0,201242.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2725,Adam Bedell,CLB,F,16.0,7.0,632.0,2.0,0.0,14.0,10.0,0.0,1.0,1.0,0.28,14.3,2014,REG,0.0,0.0,0.0,0.0,71.4,12.0,5.0,6.0,0.0,0.0,0.0,0.0,Bedell,Adam,36504.0,36504.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2726,CJ Sapong,KC,F,20.0,7.0,811.0,2.0,0.0,14.0,5.0,0.0,1.0,1.0,0.22,14.3,2014,REG,0.0,0.0,0.0,0.0,35.7,21.0,22.0,4.0,1.0,0.0,0.0,0.0,Sapong,CJ,95000.0,112000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2727,Issey Nakajima-Farran,MTL,M,18.0,7.0,775.0,2.0,0.0,17.0,5.0,0.0,0.0,2.0,0.23,11.8,2014,REG,0.0,0.0,0.0,0.0,29.4,13.0,15.0,4.0,1.0,1.0,0.0,0.0,Nakajima-Farran,Issey,90000.0,110000.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,Issey Nakajima-Farran,TOR,M,18.0,7.0,775.0,2.0,0.0,17.0,5.0,0.0,0.0,2.0,0.23,11.8,2014,REG,0.0,0.0,0.0,0.0,29.4,13.0,15.0,4.0,1.0,1.0,0.0,0.0,Nakajima-Farran,Issey,90000.0,110000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,Jordan Harvey,VAN,D,33.0,33.0,2939.0,2.0,0.0,17.0,4.0,1.0,1.0,1.0,0.06,11.8,2014,REG,0.0,0.0,0.0,0.0,23.5,33.0,26.0,4.0,6.0,1.0,0.0,0.0,Harvey,Jordan,123750.0,123750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730,Kamani Hill,COL,F,15.0,11.0,866.0,2.0,0.0,17.0,7.0,1.0,2.0,0.0,0.21,11.8,2014,REG,0.0,0.0,0.0,0.0,41.2,17.0,16.0,1.0,2.0,0.0,0.0,0.0,Hill,Kamani,48825.0,48825.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2731,Juan Luis Anangono,CHI,F,15.0,4.0,472.0,2.0,0.0,18.0,5.0,0.0,2.0,0.0,0.38,11.1,2014,REG,0.0,0.0,0.0,0.0,27.8,10.0,13.0,4.0,0.0,0.0,0.0,1.0,Luis Anangono,Juan,175000.0,175000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,Davy Arnaud,DC,M,31.0,30.0,2626.0,2.0,0.0,21.0,6.0,1.0,1.0,1.0,0.07,9.5,2014,REG,0.0,0.0,0.0,0.0,28.6,47.0,53.0,2.0,8.0,0.0,0.0,0.0,Arnaud,Davy,212500.0,212500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,Sam Cronin,SJ,M,31.0,30.0,2627.0,2.0,0.0,26.0,6.0,0.0,1.0,1.0,0.07,7.7,2014,REG,0.0,0.0,0.0,0.0,23.1,36.0,18.0,1.0,5.0,0.0,0.0,0.0,Cronin,Sam,185000.0,187500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2734,Shea Salinas,SJ,M,31.0,30.0,2470.0,1.0,8.0,26.0,9.0,0.0,1.0,0.0,0.04,3.8,2014,REG,2.0,5.0,3.0,0.29,34.6,31.0,30.0,4.0,3.0,1.0,0.0,0.0,Salinas,Shea,130000.0,133333.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,Darlington Nagbe,POR,M-F,32.0,30.0,2681.0,1.0,7.0,42.0,17.0,1.0,0.0,1.0,0.03,2.4,2014,REG,2.0,4.0,3.0,0.23,40.5,13.0,93.0,4.0,0.0,0.0,0.0,0.0,Nagbe,Darlington,250000.0,260000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,Chris Tierney,NE,D-M,24.0,21.0,1930.0,1.0,5.0,21.0,9.0,1.0,0.0,1.0,0.05,4.8,2014,REG,2.0,3.0,2.0,0.23,42.9,11.0,9.0,0.0,4.0,0.0,0.0,1.0,Tierney,Chris,100000.0,103333.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2737,Hector Jimenez,CLB,M,24.0,19.0,1694.0,1.0,5.0,23.0,6.0,0.0,1.0,0.0,0.05,4.3,2014,REG,1.0,1.0,4.0,0.27,26.1,17.0,14.0,5.0,2.0,0.0,0.0,0.0,Jimenez,Hector,75000.0,75000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2738,Wil Trapp,CLB,M,28.0,28.0,2486.0,1.0,4.0,11.0,3.0,0.0,0.0,1.0,0.04,9.1,2014,REG,2.0,4.0,0.0,0.14,27.3,37.0,23.0,0.0,6.0,2.0,0.0,0.0,Trapp,Wil,125000.0,152000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2739,Sean Franklin,DC,D,29.0,28.0,2532.0,1.0,4.0,16.0,3.0,0.0,1.0,0.0,0.04,6.3,2014,REG,2.0,2.0,2.0,0.14,18.8,19.0,15.0,5.0,0.0,0.0,0.0,0.0,Franklin,Sean,275000.0,298333.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2740,Kevin Alston,NE,D,11.0,9.0,683.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.13,33.3,2014,REG,1.0,1.0,2.0,0.4,66.7,10.0,7.0,1.0,1.0,1.0,0.0,0.0,Alston,Kevin,125000.0,143333.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,Patrick Nyarko,CHI,F-M,17.0,9.0,846.0,1.0,3.0,10.0,5.0,1.0,0.0,1.0,0.11,10.0,2014,REG,0.0,0.0,3.0,0.32,50.0,11.0,27.0,2.0,3.0,1.0,0.0,0.0,Nyarko,Patrick,265000.0,284500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,Marc Burch,COL,D,22.0,21.0,1899.0,1.0,3.0,11.0,1.0,0.0,1.0,0.0,0.05,9.1,2014,REG,1.0,2.0,1.0,0.14,9.1,21.0,12.0,0.0,3.0,0.0,0.0,0.0,Burch,Marc,85000.0,85000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743,Calum Mallace,MTL,M,23.0,12.0,1122.0,1.0,3.0,13.0,3.0,0.0,0.0,1.0,0.08,7.7,2014,REG,0.0,1.0,2.0,0.24,23.1,18.0,7.0,0.0,3.0,0.0,0.0,0.0,Mallace,Calum,50848.0,65848.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,Chad Marshall,SEA,D,31.0,31.0,2790.0,1.0,3.0,14.0,4.0,1.0,1.0,0.0,0.03,7.1,2014,REG,0.0,1.0,2.0,0.1,28.6,20.0,36.0,1.0,1.0,0.0,0.0,0.0,Marshall,Chad,270000.0,286666.67,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,Bobby Boswell,DC,D,34.0,34.0,3045.0,1.0,3.0,19.0,5.0,1.0,1.0,0.0,0.03,5.3,2014,REG,1.0,2.0,1.0,0.09,26.3,36.0,11.0,1.0,2.0,0.0,0.0,0.0,Boswell,Bobby,231000.0,231000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,Ben Speas,CLB,M-F,13.0,8.0,704.0,1.0,3.0,20.0,3.0,0.0,1.0,0.0,0.13,5.0,2014,REG,0.0,2.0,1.0,0.38,15.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,Speas,Ben,65100.0,65100.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2747,Sebastian Velasquez,RSL,M,10.0,1.0,222.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.41,25.0,2014,REG,1.0,1.0,1.0,0.81,50.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,Velasquez,Sebastian,48825.0,48825.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748,Taylor Kemp,DC,D,13.0,12.0,1083.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,0.08,20.0,2014,REG,1.0,2.0,0.0,0.17,40.0,14.0,7.0,0.0,2.0,0.0,0.0,0.0,Kemp,Taylor,36504.0,36504.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749,Darrius Barnes,NE,D,22.0,16.0,1628.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,0.06,16.7,2014,REG,2.0,1.0,1.0,0.11,33.3,29.0,11.0,0.0,4.0,0.0,0.0,0.0,Barnes,Darrius,80000.0,86666.67,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,Grant Ward,CHI,M,23.0,12.0,1051.0,1.0,2.0,15.0,4.0,0.0,0.0,1.0,0.09,6.7,2014,REG,1.0,1.0,1.0,0.17,26.7,14.0,20.0,2.0,2.0,0.0,0.0,0.0,Ward,Grant,48500.0,48500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,Jonny Steele,NY,M,15.0,6.0,624.0,1.0,2.0,16.0,5.0,0.0,0.0,1.0,0.14,6.3,2014,REG,0.0,1.0,1.0,0.29,31.3,9.0,4.0,4.0,1.0,0.0,0.0,0.0,Steele,Jonny,129996.0,134996.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2752,Leandro Barrera,CHV,M,32.0,24.0,2071.0,1.0,2.0,36.0,16.0,0.0,0.0,1.0,0.04,2.8,2014,REG,0.0,1.0,1.0,0.09,44.4,18.0,43.0,6.0,3.0,0.0,0.0,0.0,Barrera,Leandro,50000.0,50000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,Kristopher Tyrpak,CHV,F,9.0,0.0,156.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.58,100.0,2014,REG,0.0,0.0,1.0,0.58,100.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Tyrpak,Kristopher,36504.0,36504.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,Bradley Orr,TOR,D,19.0,14.0,1144.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.08,33.3,2014,REG,1.0,1.0,0.0,0.08,66.7,9.0,12.0,0.0,1.0,0.0,0.0,0.0,Orr,Bradley,75000.0,75000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,Mamadou Danso,MTL,D,13.0,12.0,1097.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.08,12.5,2014,REG,0.0,0.0,1.0,0.08,12.5,13.0,5.0,2.0,1.0,0.0,0.0,0.0,Danso,Mamadou,87500.0,87500.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,Mamadou Danso,POR,D,13.0,12.0,1097.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.08,12.5,2014,REG,0.0,0.0,1.0,0.08,12.5,13.0,5.0,2.0,1.0,0.0,0.0,0.0,Danso,Mamadou,87500.0,87500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,Hassoun Camara,MTL,D,28.0,26.0,2365.0,1.0,1.0,11.0,4.0,0.0,0.0,1.0,0.04,9.1,2014,REG,0.0,1.0,0.0,0.04,36.4,56.0,29.0,1.0,11.0,1.0,0.0,0.0,Camara,Hassoun,215000.0,226625.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,Marlon Hairston,COL,M,22.0,9.0,988.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,0.09,8.3,2014,REG,0.0,1.0,0.0,0.09,33.3,12.0,21.0,3.0,1.0,0.0,0.0,0.0,Hairston,Marlon,70000.0,93000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,Kalif Alhassan,POR,M,15.0,5.0,590.0,1.0,1.0,14.0,4.0,0.0,1.0,0.0,0.15,7.1,2014,REG,0.0,1.0,0.0,0.15,28.6,6.0,15.0,0.0,1.0,0.0,0.0,0.0,Alhassan,Kalif,120000.0,120000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,David Horst,HOU,D,31.0,31.0,2653.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,0.03,6.7,2014,REG,1.0,1.0,0.0,0.03,6.7,37.0,26.0,0.0,3.0,1.0,0.0,0.0,Horst,David,70000.0,72750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2761,Gershon Koffie,VAN,M,21.0,17.0,1541.0,1.0,1.0,20.0,5.0,0.0,1.0,0.0,0.06,5.0,2014,REG,0.0,1.0,0.0,0.06,25.0,36.0,38.0,0.0,4.0,0.0,0.0,0.0,Koffie,Gershon,200000.0,211000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,Matt Watson,CHI,M,27.0,22.0,2034.0,1.0,1.0,25.0,9.0,0.0,1.0,0.0,0.04,4.0,2014,REG,0.0,0.0,1.0,0.04,36.0,26.0,19.0,2.0,4.0,0.0,0.0,0.0,Watson,Matt,71663.0,82664.99,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,Lovel Palmer,CHI,D,30.0,29.0,2625.0,1.0,1.0,30.0,8.0,0.0,1.0,0.0,0.03,3.3,2014,REG,0.0,0.0,1.0,0.03,26.7,31.0,14.0,2.0,7.0,0.0,0.0,0.0,Palmer,Lovel,82500.0,87000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,Steven Lenhart,SJ,F,11.0,10.0,905.0,1.0,1.0,31.0,12.0,0.0,0.0,1.0,0.1,3.2,2014,REG,0.0,0.0,1.0,0.1,38.7,16.0,42.0,5.0,5.0,0.0,0.0,0.0,Lenhart,Steven,250000.0,257500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,Nick LaBrocca,COL,M,31.0,29.0,2584.0,1.0,1.0,32.0,7.0,1.0,1.0,0.0,0.03,3.1,2014,REG,0.0,0.0,1.0,0.03,21.9,38.0,28.0,1.0,9.0,0.0,0.0,0.0,LaBrocca,Nick,135000.0,153333.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766,Zach Pfeffer,PHI,M,5.0,1.0,98.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.92,50.0,2014,REG,0.0,0.0,0.0,0.0,100.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Pfeffer,Zach,75000.0,85000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,Warren Creavalle,HOU,M,26.0,17.0,1502.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.06,33.3,2014,REG,0.0,0.0,0.0,0.0,100.0,25.0,19.0,0.0,4.0,0.0,0.0,0.0,Creavalle,Warren,90000.0,100500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2768,Warren Creavalle,TOR,M,26.0,17.0,1502.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.06,33.3,2014,REG,0.0,0.0,0.0,0.0,100.0,25.0,19.0,0.0,4.0,0.0,0.0,0.0,Creavalle,Warren,90000.0,100500.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2769,Jerry Bengtson,NE,F,7.0,1.0,238.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.38,25.0,2014,REG,0.0,0.0,0.0,0.0,25.0,9.0,6.0,6.0,1.0,0.0,0.0,0.0,Bengtson,Jerry,144000.0,150840.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,Carlos Salcedo,RSL,D,12.0,8.0,800.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.11,25.0,2014,REG,0.0,0.0,0.0,0.0,50.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,Salcedo,Carlos,48500.0,48500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2771,John Neeskens,COL,D,5.0,3.0,273.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.33,20.0,2014,REG,0.0,0.0,0.0,0.0,20.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,Neeskens,John,42504.0,42504.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2772,Ruben Bover,NY,M,15.0,2.0,243.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,0.37,20.0,2014,REG,0.0,0.0,0.0,0.0,80.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,Bover,Ruben,36500.0,36500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,Carlyle Mitchell,VAN,D,8.0,8.0,720.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.13,20.0,2014,REG,0.0,0.0,0.0,0.0,40.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,Mitchell,Carlyle,48825.0,48825.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,Zach Loyd,DAL,D,29.0,28.0,2414.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.04,20.0,2014,REG,0.0,0.0,0.0,0.0,40.0,20.0,25.0,1.0,2.0,1.0,0.0,0.0,Loyd,Zach,155000.0,176666.67,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,Agustin Viana,CLB,M-D,4.0,4.0,300.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.3,20.0,2014,REG,0.0,0.0,0.0,0.0,20.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,Viana,Agustin,115000.0,141666.67,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,Jhon Kennedy Hurtado,CHI,D,25.0,24.0,2082.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.04,16.7,2014,REG,0.0,0.0,0.0,0.0,50.0,37.0,17.0,0.0,3.0,1.0,0.0,0.0,Kennedy Hurtado,Jhon,210000.0,210000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,Jhon Kennedy Hurtado,CHV,D,25.0,24.0,2082.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.04,16.7,2014,REG,0.0,0.0,0.0,0.0,50.0,37.0,17.0,0.0,3.0,1.0,0.0,0.0,Kennedy Hurtado,Jhon,210000.0,210000.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2778,Chris Pontius,DC,M-F,6.0,3.0,276.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,0.33,16.7,2014,REG,0.0,0.0,0.0,0.0,66.7,1.0,6.0,1.0,0.0,0.0,0.0,0.0,Pontius,Chris,350000.0,381000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,Shane O'Neill,COL,D,21.0,21.0,1890.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,0.05,16.7,2014,REG,0.0,0.0,0.0,0.0,66.7,25.0,12.0,0.0,6.0,0.0,0.0,0.0,O'Neill,Shane,56250.0,67750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780,Thomas McNamara,CHV,M,6.0,6.0,467.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.19,16.7,2014,REG,0.0,0.0,0.0,0.0,50.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,McNamara,Thomas,48500.0,60000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2781,Bobby Burling,CHV,D,22.0,20.0,1807.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0,0.05,12.5,2014,REG,0.0,0.0,0.0,0.0,12.5,29.0,16.0,0.0,7.0,1.0,0.0,0.0,Burling,Bobby,115000.0,122500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,Saer Sene,NE,M,15.0,5.0,485.0,1.0,0.0,9.0,4.0,0.0,1.0,0.0,0.19,11.1,2014,REG,0.0,0.0,0.0,0.0,44.4,3.0,3.0,4.0,1.0,0.0,0.0,0.0,Sene,Saer,152145.0,163682.54,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2783,Saer Sene,NY,M,15.0,5.0,485.0,1.0,0.0,9.0,4.0,0.0,1.0,0.0,0.19,11.1,2014,REG,0.0,0.0,0.0,0.0,44.4,3.0,3.0,4.0,1.0,0.0,0.0,0.0,Sene,Saer,152145.0,163682.54,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,Giancarlo Gonzalez,CLB,D,17.0,17.0,1530.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.06,11.1,2014,REG,0.0,0.0,0.0,0.0,11.1,15.0,11.0,1.0,3.0,0.0,0.0,0.0,Gonzalez,Giancarlo,176000.0,243750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,Nat Borchers,RSL,D,32.0,32.0,2856.0,1.0,0.0,12.0,3.0,0.0,0.0,1.0,0.03,8.3,2014,REG,0.0,0.0,0.0,0.0,25.0,19.0,14.0,1.0,3.0,1.0,0.0,0.0,Borchers,Nat,225000.0,236968.75,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2786,Ryan Finley,CHV,F,16.0,4.0,437.0,1.0,0.0,13.0,4.0,0.0,1.0,0.0,0.21,7.7,2014,REG,0.0,0.0,0.0,0.0,30.8,4.0,9.0,2.0,0.0,0.0,1.0,1.0,Finley,Ryan,51150.0,78650.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,Ryan Finley,CLB,F,16.0,4.0,437.0,1.0,0.0,13.0,4.0,0.0,1.0,0.0,0.21,7.7,2014,REG,0.0,0.0,0.0,0.0,30.8,4.0,9.0,2.0,0.0,0.0,1.0,1.0,Finley,Ryan,51150.0,78650.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788,Doneil Henry,TOR,D,21.0,19.0,1802.0,1.0,0.0,14.0,3.0,1.0,1.0,0.0,0.05,7.1,2014,REG,0.0,0.0,0.0,0.0,21.4,37.0,18.0,1.0,8.0,0.0,0.0,0.0,Henry,Doneil,75000.0,87083.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,Benji Joya,CHI,M,12.0,9.0,651.0,1.0,0.0,16.0,3.0,0.0,0.0,1.0,0.14,6.3,2014,REG,0.0,0.0,0.0,0.0,18.8,16.0,12.0,1.0,2.0,0.0,0.0,0.0,Joya,Benji,48504.0,53504.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
