,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Base Salary,Guaranteed Compensation,Date
3061,Shaun Francis,CHI,D,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Francis,Shaun,46500.0,46500.0,2013-08-01
3062,Steven Kinney,CHI,D,2.0,2.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Kinney,Steven,46500.0,46500.0,2013-05-01
3063,Luiz Camargo,HOU,M,7.0,0.0,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,Camargo,Luiz,192000.0,192000.0,2013-05-01
3064,Jaime Alas,SJ,M,5.0,1.0,117.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Alas,Jaime,90000.0,91250.0,2013-08-01
3065,Tommy Meyer,LA,D,7.0,5.0,494.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,Meyer,Tommy,47300.0,61050.0,2013-05-01
3066,Rafael Garcia,LA,D,9.0,1.0,222.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,100.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,Garcia,Rafael,46500.0,46500.0,2013-05-01
3067,Danny Califf,TOR,D,4.0,4.0,354.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,Califf,Danny,165000.0,165000.0,2013-05-01
3068,Marcelo Saragosa,DC,M,8.0,4.0,410.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,Saragosa,Marcelo,110000.0,110000.0,2013-05-01
3069,Logan Pause,CHI,M,15.0,11.0,904.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,Pause,Logan,180000.0,197833.33,2013-05-01
3070,Mehdi Ballouchy,SJ,M,5.0,1.0,118.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Ballouchy,Mehdi,152006.0,152006.0,2013-05-01
3071,Jonas Elmer,TOR,D,3.0,1.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Elmer,Jonas,125000.0,131488.2,2013-08-01
3072,Roger Torres,PHI,M,5.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Torres,Roger,121968.0,125093.0,2013-05-01
3073,Aaron Maund,RSL,D,3.0,3.0,270.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,Maund,Aaron,35125.0,43458.33,2013-05-01
3074,Kwame Watson-Siriboe,RSL,D,7.0,7.0,630.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,Watson-Siriboe,Kwame,53240.0,53240.0,2013-05-01
3075,Dejan Jakovic,DC,D,18.0,17.0,1575.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,18.0,15.0,1.0,3.0,0.0,0.0,0.0,Jakovic,Dejan,280000.0,303341.33,2013-05-01
3076,Brad Ring,POR,D,4.0,3.0,271.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ring,Brad,46500.0,46500.0,2013-09-15
3077,Brad Ring,SJ,D,4.0,3.0,271.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ring,Brad,46500.0,46500.0,2013-05-01
3078,Kevin Alston,NE,D,9.0,6.0,523.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,Alston,Kevin,145000.0,194000.0,2013-05-01
3080,Marcus Tracy,SJ,F,5.0,0.0,58.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Tracy,Marcus,46500.0,46500.0,2013-05-01
3081,Sammy Ochoa,SEA,F,4.0,2.0,175.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ochoa,Sammy,60000.0,62500.0,2013-05-01
3083,Eric Brunner,HOU,D,13.0,9.0,889.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,1.0,0.0,0.0,0.0,Brunner,Eric,120000.0,120625.0,2013-05-01
3084,Hernan Bernardello,MTL,M,8.0,8.0,626.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,1.0,0.0,0.0,0.0,Bernardello,Hernan,250008.0,250008.0,2013-08-01
3086,Jay DeMerit,VAN,D,8.0,7.0,607.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,DeMerit,Jay,325000.0,375000.0,2013-05-01
3087,Peter Luccin,DAL,M,3.0,2.0,201.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,Luccin,Peter,90000.0,131000.0,2013-05-01
3088,Mikael Silvestre,POR,D,8.0,8.0,688.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,11.0,5.0,1.0,2.0,0.0,0.0,0.0,Silvestre,Mikael,180000.0,186666.67,2013-05-01
3089,Danny Koevermans,TOR,F,4.0,1.0,78.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,100.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Koevermans,Danny,1250000.0,1663323.33,2013-05-01
3090,Gale Agbossoumonde,TOR,D,13.0,12.0,1081.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,4.0,0.0,0.0,0.0,Agbossoumonde,Gale,46500.0,53166.67,2013-05-01
3091,Eric Gehrig,CLB,D,6.0,6.0,540.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Gehrig,Eric,46500.0,46500.0,2013-05-01
3092,Bobby Warshaw,DAL,D,9.0,1.0,130.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Warshaw,Bobby,50820.0,62070.0,2013-05-01
3093,Conor Shanosky,DC,M-D,5.0,3.0,355.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Shanosky,Conor,75000.0,89218.83,2013-05-01
3094,Eriq Zavaleta,SEA,D,5.0,0.0,31.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Zavaleta,Eriq,65000.0,95600.0,2013-05-01
3095,Marius Obekop,NY,M,5.0,0.0,69.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Obekop,Marius,35125.0,35125.0,2013-05-01
3096,John Stertzer,RSL,M,2.0,0.0,33.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Stertzer,John,46500.0,75250.0,2013-05-01
3097,Alex Caskey,SEA,M,10.0,5.0,430.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,Caskey,Alex,46500.0,46500.0,2013-05-01
3098,Dennis Iapichino,DC,D,15.0,11.0,1096.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,4.0,0.0,0.0,0.0,Iapichino,Dennis,110000.0,110000.0,2013-09-15
3099,Dennis Iapichino,MTL,D,15.0,11.0,1096.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,4.0,0.0,0.0,0.0,Iapichino,Dennis,110000.0,110000.0,2013-05-01
3100,Raphael Augusto,DC,M,7.0,5.0,395.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,33.3,6.0,3.0,0.0,0.0,0.0,0.0,0.0,Augusto,Raphael,46500.0,46500.0,2013-05-01
3101,Marvin Iraheta,CHV,M,13.0,5.0,551.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,2.0,0.0,0.0,0.0,Iraheta,Marvin,46500.0,46500.0,2013-05-01
3102,Josue Soto,CHV,D-M,18.0,12.0,1158.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,100.0,11.0,5.0,0.0,2.0,1.0,0.0,0.0,Soto,Josue,35125.0,35125.0,2013-05-01
3103,Sam Garza,SJ,M,5.0,0.0,93.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garza,Sam,71500.0,98000.0,2013-05-01
3104,Kevan George,CLB,M,11.0,3.0,435.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,33.3,8.0,4.0,0.0,3.0,0.0,0.0,0.0,George,Kevan,46500.0,46500.0,2013-05-01
3105,Danny O'Rourke,CLB,D,22.0,19.0,1723.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,45.0,17.0,0.0,6.0,0.0,0.0,0.0,O'Rourke,Danny,170000.0,175000.0,2013-05-01
3106,Ty Harden,SJ,D,7.0,7.0,596.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,Harden,Ty,65000.0,68415.21,2013-05-01
3107,Brian Ownby,HOU,M,3.0,0.0,52.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ownby,Brian,46500.0,46500.0,2013-05-01
3108,Kevin Harbottle,COL,F,4.0,4.0,269.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Harbottle,Kevin,180000.0,180000.0,2013-05-01
3110,Terry Dunfield,TOR,M,4.0,4.0,311.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,25.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,Dunfield,Terry,120000.0,120000.0,2013-05-01
3111,Terry Dunfield,UNK,M,4.0,4.0,311.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,25.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,Dunfield,Terry,120000.0,120000.0,2013-08-01
3112,Andy O'Brien,VAN,D,16.0,16.0,1400.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,O'Brien,Andy,200000.0,242250.0,2013-05-01
3113,Jordan Stewart,SJ,D-M,12.0,12.0,1080.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,25.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,Stewart,Jordan,108000.0,108000.0,2013-08-01
3114,Ethan Finlay,CLB,M,19.0,3.0,391.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,Finlay,Ethan,47300.0,62300.0,2013-05-01
3115,Casey Townsend,DC,F,9.0,3.0,316.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,25.0,6.0,0.0,8.0,1.0,0.0,0.0,0.0,Townsend,Casey,56650.0,91650.0,2013-05-01
3116,Raymon Gaddis,PHI,D,31.0,31.0,2703.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,25.0,23.0,0.0,3.0,0.0,0.0,0.0,Gaddis,Raymon,46500.0,46500.0,2013-05-01
3117,Ethan White,DC,D,14.0,13.0,1099.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,0.0,0.0,White,Ethan,75000.0,91000.0,2013-05-01
3118,Martin Ponce,CHV,M,5.0,1.0,170.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,25.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Ponce,Martin,35125.0,35125.0,2013-08-01
3119,Alvas Powell,POR,D,5.0,4.0,382.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,Powell,Alvas,35400.0,35400.0,2013-08-01
3120,Greg Cochrane,LA,D,12.0,9.0,848.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Cochrane,Greg,35125.0,35125.0,2013-05-01
3121,Zach Loyd,DAL,D,25.0,24.0,2132.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,40.0,25.0,24.0,2.0,1.0,0.0,0.0,0.0,Loyd,Zach,92373.0,136997.5,2013-05-01
3122,Chris Schuler,RSL,D,16.0,16.0,1440.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,20.0,14.0,11.0,0.0,2.0,0.0,0.0,0.0,Schuler,Chris,100000.0,117000.0,2013-05-01
3123,Hogan Ephraim,TOR,M,11.0,9.0,775.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,60.0,5.0,11.0,6.0,2.0,0.0,0.0,0.0,Ephraim,Hogan,180000.0,180000.0,2013-05-01
3124,Kamani Hill,COL,F,6.0,2.0,188.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,Hill,Kamani,46500.0,46500.0,2013-05-01
3125,John Bostock,TOR,M,7.0,4.0,388.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,40.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,Bostock,John,99996.0,99996.0,2013-05-01
3126,Patrick Ianni,SEA,D-M,9.0,7.0,705.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,20.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,Ianni,Patrick,150000.0,150000.0,2013-05-01
3127,Michael Lahoud,PHI,M,9.0,3.0,464.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,20.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,Lahoud,Michael,90000.0,93333.33,2013-05-01
3128,David Estrada,SEA,M-F,17.0,4.0,498.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,60.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,Estrada,David,48400.0,48400.0,2013-05-01
3130,Wells Thompson,CHI,D,8.0,6.0,542.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,2.0,1.0,0.0,0.0,Thompson,Wells,105000.0,113125.0,2013-05-01
3131,Colin Clark,LA,M,11.0,4.0,334.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,33.3,3.0,6.0,0.0,0.0,0.0,0.0,0.0,Clark,Colin,80000.0,80000.0,2013-05-01
3132,Carlos Bocanegra,CHV,D,12.0,12.0,1052.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,33.3,9.0,10.0,0.0,2.0,1.0,0.0,0.0,Bocanegra,Carlos,228000.0,261333.33,2013-08-01
3133,Jose Manuel Rivera,CHV,F,9.0,3.0,266.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,16.7,7.0,4.0,1.0,1.0,0.0,0.0,0.0,Manuel Rivera,Jose,116000.0,116000.0,2013-05-01
3134,Marcos Sanchez,DC,M,9.0,6.0,508.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,Sanchez,Marcos,60000.0,60000.0,2013-05-01
3135,Kellyn Acosta,DAL,M,13.0,11.0,1004.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,2.0,0.0,0.0,0.0,Acosta,Kellyn,46500.0,70500.0,2013-05-01
3136,Leo Fernandes,PHI,M,7.0,3.0,281.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,16.7,8.0,4.0,0.0,1.0,0.0,0.0,0.0,Fernandes,Leo,35125.0,35125.0,2013-05-01
3137,German Mera,COL,D,13.0,6.0,577.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,Mera,German,46500.0,46500.0,2013-08-01
3138,Erick Neres da Cruz,DAL,M,9.0,8.0,652.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,1.0,0.0,0.0,0.0,Neres da Cruz,Erick,84000.0,85875.0,2013-08-01
3139,David Carney,NY,D-M,7.0,7.0,630.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,Carney,David,144000.0,167000.0,2013-08-01
3141,Zach Scott,SEA,D,21.0,16.0,1458.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,57.1,33.0,6.0,0.0,5.0,2.0,0.0,0.0,Scott,Zach,50000.0,50000.0,2013-05-01
3142,Jhon Kennedy Hurtado,SEA,D,27.0,25.0,2243.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,28.0,9.0,2.0,5.0,0.0,0.0,0.0,Kennedy Hurtado,Jhon,190000.0,190000.0,2013-05-01
3144,Johnny Leveron,VAN,D,18.0,18.0,1620.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,12.5,8.0,10.0,1.0,3.0,0.0,0.0,0.0,Leveron,Johnny,60000.0,71187.5,2013-05-01
3145,Richard Eckersley,TOR,D,16.0,16.0,1438.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,37.5,26.0,17.0,0.0,4.0,0.0,0.0,0.0,Eckersley,Richard,210000.0,310000.0,2013-05-01
3146,Chris Wingert,RSL,D,21.0,20.0,1742.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,12.5,29.0,6.0,0.0,6.0,1.0,0.0,0.0,Wingert,Chris,160598.0,167598.0,2013-05-01
3147,Omar Cummings,HOU,F,11.0,1.0,190.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,37.5,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Cummings,Omar,225000.0,239000.0,2013-05-01
3148,Stephen McCarthy,NE,D,19.0,17.0,1564.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,25.0,20.0,16.0,2.0,2.0,0.0,0.0,0.0,McCarthy,Stephen,87120.0,118370.0,2013-05-01
3149,Shane O'Neill,COL,D,26.0,24.0,2196.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,50.0,28.0,24.0,1.0,6.0,1.0,0.0,0.0,O'Neill,Shane,49350.0,60850.0,2013-05-01
3150,Brad Rusin,VAN,D,19.0,16.0,1391.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,22.2,8.0,7.0,1.0,1.0,0.0,0.0,0.0,Rusin,Brad,120000.0,120000.0,2013-05-01
3151,Clarence Goodson,SJ,D,9.0,9.0,791.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,33.3,4.0,9.0,0.0,4.0,0.0,0.0,0.0,Goodson,Clarence,315000.0,342000.0,2013-08-01
3152,Peterson Joseph,KC,M,23.0,14.0,1174.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,11.1,31.0,14.0,1.0,7.0,0.0,0.0,0.0,Joseph,Peterson,46500.0,46500.0,2013-05-01
3153,Sainey Nyassi,DC,M,14.0,7.0,676.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,10.0,15.0,12.0,4.0,1.0,0.0,0.0,0.0,Nyassi,Sainey,88200.0,94950.0,2013-08-01
3154,Sainey Nyassi,NE,M,14.0,7.0,676.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,10.0,15.0,12.0,4.0,1.0,0.0,0.0,0.0,Nyassi,Sainey,88200.0,94950.0,2013-05-01
3155,Alain Rochat,VAN,D,17.0,15.0,1373.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,20.0,16.0,14.0,1.0,3.0,0.0,0.0,0.0,Rochat,Alain,190000.0,190000.0,2013-05-01
3157,Konrad Warzycha,CLB,M,13.0,2.0,272.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,Warzycha,Konrad,46500.0,46500.0,2013-05-01
3158,Kyle Bekker,TOR,M,9.0,3.0,335.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,9.1,5.0,2.0,1.0,0.0,0.0,0.0,0.0,Bekker,Kyle,46500.0,67750.0,2013-05-01
3160,Bobby Burling,CHV,D,23.0,18.0,1651.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,36.4,36.0,13.0,0.0,6.0,0.0,0.0,0.0,Burling,Bobby,85000.0,88333.33,2013-05-01
3161,Agustin Viana,CLB,M-D,20.0,20.0,1519.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,8.3,33.0,29.0,2.0,4.0,0.0,0.0,0.0,Viana,Agustin,105000.0,131666.67,2013-05-01
3162,Matthew Fondy,CHV,F,7.0,1.0,236.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,16.7,6.0,6.0,3.0,0.0,0.0,0.0,0.0,Fondy,Matthew,46500.0,46500.0,2013-09-15
3163,Chris Korb,DC,D,30.0,30.0,2700.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,16.7,24.0,17.0,1.0,5.0,0.0,0.0,0.0,Korb,Chris,49613.0,49613.0,2013-05-01
